"document","topic","gamma"
"2015:Spotlight",2,0
"2015:Spotlight",3,0.004
"2015:Spotlight",4,0
"2015:Spotlight",5,0.006
"2015:Spotlight",6,0
"2015:Spotlight",7,0
"2015:Spotlight",8,0
"2015:Spotlight",9,0
"2015:Spotlight",10,0.009
"2015:Spotlight",11,0.073
"2015:Spotlight",12,0.019
"2015:Spotlight",13,0
"2015:Spotlight",14,0
"2015:Spotlight",15,0
"2015:Spotlight",16,0
"2015:Spotlight",17,0
"2015:Spotlight",18,0
"2015:Spotlight",19,0.016
"2015:Spotlight",20,0
"2015:Spotlight",21,0
"2015:Spotlight",22,0.093
"2015:Spotlight",23,0
"2015:Spotlight",24,0.036
"2015:Spotlight",25,0
"2015:Spotlight",26,0
"2015:Spotlight",27,0
"2015:Spotlight",28,0.002
"2015:Spotlight",29,0
"2015:Spotlight",30,0
"2015:Spotlight",31,0.006
"2015:Spotlight",32,0.001
"2015:Spotlight",33,0
"2015:Spotlight",34,0.036
"2015:Spotlight",35,0.006
"2015:Spotlight",36,0.003
"2015:Spotlight",37,0.015
"2015:Spotlight",38,0.016
"2015:Spotlight",39,0
"2015:Spotlight",40,0.002
"2015:Spotlight",41,0.013
"2015:Spotlight",42,0.022
"2015:Spotlight",43,0
"2015:Spotlight",44,0
"2015:Spotlight",45,0
"2015:Spotlight",46,0
"2015:Spotlight",47,0
"2015:Spotlight",48,0
"2015:Spotlight",49,0
"2015:Spotlight",50,0.004
"2015:The Big Short",1,0.07
"2015:The Big Short",2,0
"2015:The Big Short",3,0.003
"2015:The Big Short",4,0.003
"2015:The Big Short",5,0
"2015:The Big Short",6,0
"2015:The Big Short",7,0.079
"2015:The Big Short",8,0.003
"2015:The Big Short",9,0.032
"2015:The Big Short",10,0
"2015:The Big Short",11,0
"2015:The Big Short",12,0.093
"2015:The Big Short",13,0
"2015:The Big Short",14,0.003
"2015:The Big Short",15,0
"2015:The Big Short",16,0
"2015:The Big Short",17,0
"2015:The Big Short",18,0
"2015:The Big Short",19,0
"2015:The Big Short",20,0
"2015:The Big Short",21,0
"2015:The Big Short",22,0.151
"2015:The Big Short",23,0.003
"2015:The Big Short",24,0.282
"2015:The Big Short",25,0
"2015:The Big Short",26,0.064
"2015:The Big Short",27,0
"2015:The Big Short",28,0
"2015:The Big Short",29,0
"2015:The Big Short",30,0
"2015:The Big Short",31,0
"2015:The Big Short",32,0.099
"2015:The Big Short",33,0
"2015:The Big Short",34,0
"2015:The Big Short",35,0
"2015:The Big Short",36,0.003
"2015:The Big Short",37,0.009
"2015:The Big Short",38,0
"2015:The Big Short",39,0
"2015:The Big Short",40,0
"2015:The Big Short",41,0
"2015:The Big Short",42,0.015
"2015:The Big Short",43,0.006
"2015:The Big Short",44,0
"2015:The Big Short",45,0
"2015:The Big Short",46,0
"2015:The Big Short",47,0
"2015:The Big Short",48,0
"2015:The Big Short",49,0
"2015:The Big Short",50,0.07
"2015:The Martian",1,0.056
"2015:The Martian",2,0
"2015:The Martian",3,0
"2015:The Martian",4,0
"2015:The Martian",5,0
"2015:The Martian",6,0
"2015:The Martian",7,0
"2015:The Martian",8,0
"2015:The Martian",9,0.028
"2015:The Martian",10,0.133
"2015:The Martian",11,0
"2015:The Martian",12,0
"2015:The Martian",13,0
"2015:The Martian",14,0.008
"2015:The Martian",15,0.068
"2015:The Martian",16,0
"2015:The Martian",17,0
"2015:The Martian",18,0
"2015:The Martian",19,0
"2015:The Martian",20,0
"2015:The Martian",21,0
"2015:The Martian",22,0
"2015:The Martian",23,0.002
"2015:The Martian",24,0
"2015:The Martian",25,0
"2015:The Martian",26,0
"2015:The Martian",27,0
"2015:The Martian",28,0
"2015:The Martian",29,0
"2015:The Martian",30,0
"2015:The Martian",31,0.008
"2015:The Martian",32,0
"2015:The Martian",33,0
"2015:The Martian",34,0.008
"2015:The Martian",35,0
"2015:The Martian",36,0.008
"2015:The Martian",37,0.016
"2015:The Martian",38,0
"2015:The Martian",39,0
"2015:The Martian",40,0
"2015:The Martian",41,0
"2015:The Martian",42,0.533
"2015:The Martian",43,0
"2015:The Martian",44,0.018
"2015:The Martian",45,0
"2015:The Martian",46,0
"2015:The Martian",47,0.089
"2015:The Martian",48,0
"2015:The Martian",49,0
"2015:The Martian",50,0.018
"2015:The Revenant",1,0
"2015:The Revenant",2,0
"2015:The Revenant",3,0
"2015:The Revenant",4,0
"2015:The Revenant",5,0
"2015:The Revenant",6,0
"2015:The Revenant",7,0
"2015:The Revenant",8,0.43
"2015:The Revenant",9,0.02
"2015:The Revenant",10,0.049
"2015:The Revenant",11,0.002
"2015:The Revenant",12,0.008
"2015:The Revenant",13,0
"2015:The Revenant",14,0
"2015:The Revenant",15,0
"2015:The Revenant",16,0
"2015:The Revenant",17,0
"2015:The Revenant",18,0
"2015:The Revenant",19,0.014
"2015:The Revenant",20,0
"2015:The Revenant",21,0
"2015:The Revenant",22,0
"2015:The Revenant",23,0.002
"2015:The Revenant",24,0
"2015:The Revenant",25,0
"2015:The Revenant",26,0
"2015:The Revenant",27,0.293
"2015:The Revenant",28,0
"2015:The Revenant",29,0
"2015:The Revenant",30,0
"2015:The Revenant",31,0
"2015:The Revenant",32,0
"2015:The Revenant",33,0.014
"2015:The Revenant",34,0
"2015:The Revenant",35,0
"2015:The Revenant",36,0
"2015:The Revenant",37,0
"2015:The Revenant",38,0
"2015:The Revenant",39,0
"2015:The Revenant",40,0.002
"2015:The Revenant",41,0
"2015:The Revenant",42,0
"2015:The Revenant",43,0
"2015:The Revenant",44,0.022
"2015:The Revenant",45,0
"2015:The Revenant",46,0
"2015:The Revenant",47,0
"2015:The Revenant",48,0.075
"2015:The Revenant",49,0
"2015:The Revenant",50,0.061
"2016:Arrival",1,0
"2016:Arrival",2,0
"2016:Arrival",3,0
"2016:Arrival",4,0.005
"2016:Arrival",5,0
"2016:Arrival",6,0
"2016:Arrival",7,0.022
"2016:Arrival",8,0
"2016:Arrival",9,0
"2016:Arrival",10,0.104
"2016:Arrival",11,0
"2016:Arrival",12,0
"2016:Arrival",13,0
"2016:Arrival",14,0
"2016:Arrival",15,0
"2016:Arrival",16,0.009
"2016:Arrival",17,0.005
"2016:Arrival",18,0
"2016:Arrival",19,0.005
"2016:Arrival",20,0
"2016:Arrival",21,0
"2016:Arrival",22,0.009
"2016:Arrival",23,0.009
"2016:Arrival",24,0
"2016:Arrival",25,0.031
"2016:Arrival",26,0
"2016:Arrival",27,0
"2016:Arrival",28,0
"2016:Arrival",29,0
"2016:Arrival",30,0
"2016:Arrival",31,0.048
"2016:Arrival",32,0
"2016:Arrival",33,0
"2016:Arrival",34,0.074
"2016:Arrival",35,0
"2016:Arrival",36,0
"2016:Arrival",37,0.096
"2016:Arrival",38,0
"2016:Arrival",39,0
"2016:Arrival",40,0.1
"2016:Arrival",41,0.022
"2016:Arrival",42,0.351
"2016:Arrival",43,0.083
"2016:Arrival",44,0
"2016:Arrival",45,0.009
"2016:Arrival",46,0
"2016:Arrival",47,0
"2016:Arrival",48,0.005
"2016:Arrival",49,0
"2016:Arrival",50,0
"2016:Fences",1,0.005
"2016:Fences",2,0
"2016:Fences",3,0
"2016:Fences",4,0
"2016:Fences",5,0.002
"2016:Fences",6,0.031
"2016:Fences",7,0
"2016:Fences",8,0
"2016:Fences",9,0
"2016:Fences",10,0
"2016:Fences",11,0
"2016:Fences",12,0.052
"2016:Fences",13,0
"2016:Fences",14,0.129
"2016:Fences",15,0
"2016:Fences",16,0
"2016:Fences",17,0
"2016:Fences",18,0
"2016:Fences",19,0
"2016:Fences",20,0
"2016:Fences",21,0
"2016:Fences",22,0.337
"2016:Fences",23,0.002
"2016:Fences",24,0.003
"2016:Fences",25,0
"2016:Fences",26,0.061
"2016:Fences",27,0
"2016:Fences",28,0
"2016:Fences",29,0.002
"2016:Fences",30,0
"2016:Fences",31,0
"2016:Fences",32,0.106
"2016:Fences",33,0
"2016:Fences",34,0.106
"2016:Fences",35,0
"2016:Fences",36,0.121
"2016:Fences",37,0
"2016:Fences",38,0.003
"2016:Fences",39,0
"2016:Fences",40,0
"2016:Fences",41,0.02
"2016:Fences",42,0
"2016:Fences",43,0
"2016:Fences",44,0
"2016:Fences",45,0
"2016:Fences",46,0
"2016:Fences",47,0
"2016:Fences",48,0.003
"2016:Fences",49,0
"2016:Fences",50,0.012
"2016:Hacksaw Ridge",1,0.001
"2016:Hacksaw Ridge",2,0.135
"2016:Hacksaw Ridge",3,0.001
"2016:Hacksaw Ridge",4,0.001
"2016:Hacksaw Ridge",5,0.001
"2016:Hacksaw Ridge",6,0.027
"2016:Hacksaw Ridge",7,0.001
"2016:Hacksaw Ridge",8,0.001
"2016:Hacksaw Ridge",9,0.001
"2016:Hacksaw Ridge",10,0.13
"2016:Hacksaw Ridge",11,0.113
"2016:Hacksaw Ridge",12,0.001
"2016:Hacksaw Ridge",13,0.001
"2016:Hacksaw Ridge",14,0.001
"2016:Hacksaw Ridge",15,0.001
"2016:Hacksaw Ridge",16,0.001
"2016:Hacksaw Ridge",17,0.001
"2016:Hacksaw Ridge",18,0.001
"2016:Hacksaw Ridge",19,0.001
"2016:Hacksaw Ridge",20,0.001
"2016:Hacksaw Ridge",21,0.001
"2016:Hacksaw Ridge",22,0.001
"2016:Hacksaw Ridge",23,0.001
"2016:Hacksaw Ridge",24,0.001
"2016:Hacksaw Ridge",25,0.001
"2016:Hacksaw Ridge",26,0.011
"2016:Hacksaw Ridge",27,0.054
"2016:Hacksaw Ridge",28,0.006
"2016:Hacksaw Ridge",29,0.366
"2016:Hacksaw Ridge",30,0.001
"2016:Hacksaw Ridge",31,0.001
"2016:Hacksaw Ridge",32,0.065
"2016:Hacksaw Ridge",33,0.001
"2016:Hacksaw Ridge",34,0.006
"2016:Hacksaw Ridge",35,0.001
"2016:Hacksaw Ridge",36,0.001
"2016:Hacksaw Ridge",37,0.001
"2016:Hacksaw Ridge",38,0.001
"2016:Hacksaw Ridge",39,0.001
"2016:Hacksaw Ridge",40,0.001
"2016:Hacksaw Ridge",41,0.001
"2016:Hacksaw Ridge",42,0.001
"2016:Hacksaw Ridge",43,0.006
"2016:Hacksaw Ridge",44,0.011
"2016:Hacksaw Ridge",45,0.001
"2016:Hacksaw Ridge",46,0.001
"2016:Hacksaw Ridge",47,0.001
"2016:Hacksaw Ridge",48,0.001
"2016:Hacksaw Ridge",49,0.049
"2016:Hacksaw Ridge",50,0.001
"2016:Hell or High Water",1,0
"2016:Hell or High Water",2,0
"2016:Hell or High Water",3,0
"2016:Hell or High Water",4,0
"2016:Hell or High Water",5,0
"2016:Hell or High Water",6,0.002
"2016:Hell or High Water",7,0
"2016:Hell or High Water",8,0
"2016:Hell or High Water",9,0
"2016:Hell or High Water",10,0
"2016:Hell or High Water",11,0
"2016:Hell or High Water",12,0.161
"2016:Hell or High Water",13,0
"2016:Hell or High Water",14,0
"2016:Hell or High Water",15,0
"2016:Hell or High Water",16,0
"2016:Hell or High Water",17,0
"2016:Hell or High Water",18,0
"2016:Hell or High Water",19,0.01
"2016:Hell or High Water",20,0
"2016:Hell or High Water",21,0
"2016:Hell or High Water",22,0.11
"2016:Hell or High Water",23,0.109
"2016:Hell or High Water",24,0.346
"2016:Hell or High Water",25,0.017
"2016:Hell or High Water",26,0.006
"2016:Hell or High Water",27,0.129
"2016:Hell or High Water",28,0.053
"2016:Hell or High Water",29,0.011
"2016:Hell or High Water",30,0
"2016:Hell or High Water",31,0.004
"2016:Hell or High Water",32,0.019
"2016:Hell or High Water",33,0
"2016:Hell or High Water",34,0
"2016:Hell or High Water",35,0
"2016:Hell or High Water",36,0
"2016:Hell or High Water",37,0
"2016:Hell or High Water",38,0
"2016:Hell or High Water",39,0
"2016:Hell or High Water",40,0.01
"2016:Hell or High Water",41,0.006
"2016:Hell or High Water",42,0
"2016:Hell or High Water",43,0
"2016:Hell or High Water",44,0
"2016:Hell or High Water",45,0
"2016:Hell or High Water",46,0
"2016:Hell or High Water",47,0.002
"2016:Hell or High Water",48,0
"2016:Hell or High Water",49,0
"2016:Hell or High Water",50,0
"2016:Hidden Figures",1,0.074
"2016:Hidden Figures",2,0
"2016:Hidden Figures",3,0.009
"2016:Hidden Figures",4,0
"2016:Hidden Figures",5,0
"2016:Hidden Figures",6,0.001
"2016:Hidden Figures",7,0.071
"2016:Hidden Figures",8,0.029
"2016:Hidden Figures",9,0
"2016:Hidden Figures",10,0
"2016:Hidden Figures",11,0
"2016:Hidden Figures",12,0.001
"2016:Hidden Figures",13,0
"2016:Hidden Figures",14,0
"2016:Hidden Figures",15,0.053
"2016:Hidden Figures",16,0
"2016:Hidden Figures",17,0
"2016:Hidden Figures",18,0
"2016:Hidden Figures",19,0
"2016:Hidden Figures",20,0
"2016:Hidden Figures",21,0
"2016:Hidden Figures",22,0.061
"2016:Hidden Figures",23,0
"2016:Hidden Figures",24,0
"2016:Hidden Figures",25,0
"2016:Hidden Figures",26,0
"2016:Hidden Figures",27,0
"2016:Hidden Figures",28,0
"2016:Hidden Figures",29,0
"2016:Hidden Figures",30,0
"2016:Hidden Figures",31,0
"2016:Hidden Figures",32,0.003
"2016:Hidden Figures",33,0
"2016:Hidden Figures",34,0.033
"2016:Hidden Figures",35,0.307
"2016:Hidden Figures",36,0.104
"2016:Hidden Figures",37,0.004
"2016:Hidden Figures",38,0
"2016:Hidden Figures",39,0.041
"2016:Hidden Figures",40,0.094
"2016:Hidden Figures",41,0
"2016:Hidden Figures",42,0.091
"2016:Hidden Figures",43,0
"2016:Hidden Figures",44,0
"2016:Hidden Figures",45,0
"2016:Hidden Figures",46,0.004
"2016:Hidden Figures",47,0
"2016:Hidden Figures",48,0
"2016:Hidden Figures",49,0
"2016:Hidden Figures",50,0.015
"2016:La La Land",1,0
"2016:La La Land",2,0
"2016:La La Land",3,0
"2016:La La Land",4,0
"2016:La La Land",5,0.008
"2016:La La Land",6,0
"2016:La La Land",7,0
"2016:La La Land",8,0.015
"2016:La La Land",9,0
"2016:La La Land",10,0
"2016:La La Land",11,0
"2016:La La Land",12,0.018
"2016:La La Land",13,0
"2016:La La Land",14,0.307
"2016:La La Land",15,0.1
"2016:La La Land",16,0.021
"2016:La La Land",17,0
"2016:La La Land",18,0.002
"2016:La La Land",19,0
"2016:La La Land",20,0
"2016:La La Land",21,0
"2016:La La Land",22,0.195
"2016:La La Land",23,0.123
"2016:La La Land",24,0
"2016:La La Land",25,0.001
"2016:La La Land",26,0
"2016:La La Land",27,0.005
"2016:La La Land",28,0
"2016:La La Land",29,0
"2016:La La Land",30,0
"2016:La La Land",31,0
"2016:La La Land",32,0
"2016:La La Land",33,0
"2016:La La Land",34,0.032
"2016:La La Land",35,0
"2016:La La Land",36,0
"2016:La La Land",37,0
"2016:La La Land",38,0
"2016:La La Land",39,0.004
"2016:La La Land",40,0
"2016:La La Land",41,0
"2016:La La Land",42,0
"2016:La La Land",43,0
"2016:La La Land",44,0.001
"2016:La La Land",45,0.006
"2016:La La Land",46,0
"2016:La La Land",47,0
"2016:La La Land",48,0
"2016:La La Land",49,0.161
"2016:La La Land",50,0
"2016:Lion",1,0
"2016:Lion",2,0
"2016:Lion",3,0
"2016:Lion",4,0
"2016:Lion",5,0.002
"2016:Lion",6,0
"2016:Lion",7,0
"2016:Lion",8,0
"2016:Lion",9,0.029
"2016:Lion",10,0
"2016:Lion",11,0
"2016:Lion",12,0.128
"2016:Lion",13,0
"2016:Lion",14,0
"2016:Lion",15,0.104
"2016:Lion",16,0
"2016:Lion",17,0
"2016:Lion",18,0
"2016:Lion",19,0.297
"2016:Lion",20,0
"2016:Lion",21,0
"2016:Lion",22,0.117
"2016:Lion",23,0
"2016:Lion",24,0.005
"2016:Lion",25,0
"2016:Lion",26,0.005
"2016:Lion",27,0
"2016:Lion",28,0
"2016:Lion",29,0
"2016:Lion",30,0
"2016:Lion",31,0
"2016:Lion",32,0
"2016:Lion",33,0
"2016:Lion",34,0.135
"2016:Lion",35,0
"2016:Lion",36,0
"2016:Lion",37,0.061
"2016:Lion",38,0
"2016:Lion",39,0.024
"2016:Lion",40,0.053
"2016:Lion",41,0
"2016:Lion",42,0.003
"2016:Lion",43,0
"2016:Lion",44,0
"2016:Lion",45,0
"2016:Lion",46,0
"2016:Lion",47,0
"2016:Lion",48,0
"2016:Lion",49,0
"2016:Lion",50,0.031
"2016:Manchester by the Sea",1,0
"2016:Manchester by the Sea",2,0
"2016:Manchester by the Sea",3,0.002
"2016:Manchester by the Sea",4,0
"2016:Manchester by the Sea",5,0
"2016:Manchester by the Sea",6,0
"2016:Manchester by the Sea",7,0
"2016:Manchester by the Sea",8,0
"2016:Manchester by the Sea",9,0.018
"2016:Manchester by the Sea",10,0
"2016:Manchester by the Sea",11,0.009
"2016:Manchester by the Sea",12,0.056
"2016:Manchester by the Sea",13,0.349
"2016:Manchester by the Sea",14,0
"2016:Manchester by the Sea",15,0
"2016:Manchester by the Sea",16,0
"2016:Manchester by the Sea",17,0.062
"2016:Manchester by the Sea",18,0.001
"2016:Manchester by the Sea",19,0.002
"2016:Manchester by the Sea",20,0.001
"2016:Manchester by the Sea",21,0
"2016:Manchester by the Sea",22,0.299
"2016:Manchester by the Sea",23,0.061
"2016:Manchester by the Sea",24,0
"2016:Manchester by the Sea",25,0
"2016:Manchester by the Sea",26,0.013
"2016:Manchester by the Sea",27,0
"2016:Manchester by the Sea",28,0
"2016:Manchester by the Sea",29,0
"2016:Manchester by the Sea",30,0
"2016:Manchester by the Sea",31,0
"2016:Manchester by the Sea",32,0
"2016:Manchester by the Sea",33,0
"2016:Manchester by the Sea",34,0.037
"2016:Manchester by the Sea",35,0
"2016:Manchester by the Sea",36,0
"2016:Manchester by the Sea",37,0.008
"2016:Manchester by the Sea",38,0.07
"2016:Manchester by the Sea",39,0
"2016:Manchester by the Sea",40,0
"2016:Manchester by the Sea",41,0
"2016:Manchester by the Sea",42,0
"2016:Manchester by the Sea",43,0
"2016:Manchester by the Sea",44,0
"2016:Manchester by the Sea",45,0
"2016:Manchester by the Sea",46,0
"2016:Manchester by the Sea",47,0
"2016:Manchester by the Sea",48,0
"2016:Manchester by the Sea",49,0.01
"2016:Manchester by the Sea",50,0
"2016:Moonlight",1,0
"2016:Moonlight",2,0
"2016:Moonlight",3,0
"2016:Moonlight",4,0.004
"2016:Moonlight",5,0
"2016:Moonlight",6,0.025
"2016:Moonlight",7,0.004
"2016:Moonlight",8,0
"2016:Moonlight",9,0.067
"2016:Moonlight",10,0.018
"2016:Moonlight",11,0
"2016:Moonlight",12,0
"2016:Moonlight",13,0
"2016:Moonlight",14,0
"2016:Moonlight",15,0.23
"2016:Moonlight",16,0
"2016:Moonlight",17,0
"2016:Moonlight",18,0
"2016:Moonlight",19,0
"2016:Moonlight",20,0
"2016:Moonlight",21,0
"2016:Moonlight",22,0.209
"2016:Moonlight",23,0
"2016:Moonlight",24,0.067
"2016:Moonlight",25,0
"2016:Moonlight",26,0
"2016:Moonlight",27,0
"2016:Moonlight",28,0
"2016:Moonlight",29,0
"2016:Moonlight",30,0
"2016:Moonlight",31,0
"2016:Moonlight",32,0
"2016:Moonlight",33,0
"2016:Moonlight",34,0.181
"2016:Moonlight",35,0
"2016:Moonlight",36,0
"2016:Moonlight",37,0.159
"2016:Moonlight",38,0
"2016:Moonlight",39,0
"2016:Moonlight",40,0
"2016:Moonlight",41,0
"2016:Moonlight",42,0
"2016:Moonlight",43,0
"2016:Moonlight",44,0
"2016:Moonlight",45,0
"2016:Moonlight",46,0
"2016:Moonlight",47,0
"2016:Moonlight",48,0
"2016:Moonlight",49,0
"2016:Moonlight",50,0.022
"2017:All the Money in the World",1,0
"2017:All the Money in the World",2,0
"2017:All the Money in the World",3,0
"2017:All the Money in the World",4,0
"2017:All the Money in the World",5,0
"2017:All the Money in the World",6,0
"2017:All the Money in the World",7,0
"2017:All the Money in the World",8,0
"2017:All the Money in the World",9,0
"2017:All the Money in the World",10,0.044
"2017:All the Money in the World",11,0
"2017:All the Money in the World",12,0.123
"2017:All the Money in the World",13,0
"2017:All the Money in the World",14,0
"2017:All the Money in the World",15,0.039
"2017:All the Money in the World",16,0
"2017:All the Money in the World",17,0
"2017:All the Money in the World",18,0.003
"2017:All the Money in the World",19,0.118
"2017:All the Money in the World",20,0
"2017:All the Money in the World",21,0
"2017:All the Money in the World",22,0.067
"2017:All the Money in the World",23,0.112
"2017:All the Money in the World",24,0.092
"2017:All the Money in the World",25,0
"2017:All the Money in the World",26,0
"2017:All the Money in the World",27,0.033
"2017:All the Money in the World",28,0
"2017:All the Money in the World",29,0
"2017:All the Money in the World",30,0
"2017:All the Money in the World",31,0
"2017:All the Money in the World",32,0
"2017:All the Money in the World",33,0.008
"2017:All the Money in the World",34,0
"2017:All the Money in the World",35,0
"2017:All the Money in the World",36,0
"2017:All the Money in the World",37,0
"2017:All the Money in the World",38,0
"2017:All the Money in the World",39,0.311
"2017:All the Money in the World",40,0.018
"2017:All the Money in the World",41,0.01
"2017:All the Money in the World",42,0
"2017:All the Money in the World",43,0
"2017:All the Money in the World",44,0.013
"2017:All the Money in the World",45,0
"2017:All the Money in the World",46,0
"2017:All the Money in the World",47,0
"2017:All the Money in the World",48,0
"2017:All the Money in the World",49,0
"2017:All the Money in the World",50,0
"2017:Call Me by Your Name",1,0
"2017:Call Me by Your Name",2,0
"2017:Call Me by Your Name",3,0
"2017:Call Me by Your Name",4,0.005
"2017:Call Me by Your Name",5,0
"2017:Call Me by Your Name",6,0.048
"2017:Call Me by Your Name",7,0
"2017:Call Me by Your Name",8,0
"2017:Call Me by Your Name",9,0
"2017:Call Me by Your Name",10,0
"2017:Call Me by Your Name",11,0.01
"2017:Call Me by Your Name",12,0
"2017:Call Me by Your Name",13,0
"2017:Call Me by Your Name",14,0
"2017:Call Me by Your Name",15,0.24
"2017:Call Me by Your Name",16,0
"2017:Call Me by Your Name",17,0
"2017:Call Me by Your Name",18,0
"2017:Call Me by Your Name",19,0.039
"2017:Call Me by Your Name",20,0
"2017:Call Me by Your Name",21,0
"2017:Call Me by Your Name",22,0.216
"2017:Call Me by Your Name",23,0.02
"2017:Call Me by Your Name",24,0
"2017:Call Me by Your Name",25,0
"2017:Call Me by Your Name",26,0
"2017:Call Me by Your Name",27,0
"2017:Call Me by Your Name",28,0
"2017:Call Me by Your Name",29,0
"2017:Call Me by Your Name",30,0.01
"2017:Call Me by Your Name",31,0
"2017:Call Me by Your Name",32,0.024
"2017:Call Me by Your Name",33,0
"2017:Call Me by Your Name",34,0.23
"2017:Call Me by Your Name",35,0
"2017:Call Me by Your Name",36,0
"2017:Call Me by Your Name",37,0.091
"2017:Call Me by Your Name",38,0
"2017:Call Me by Your Name",39,0
"2017:Call Me by Your Name",40,0.005
"2017:Call Me by Your Name",41,0
"2017:Call Me by Your Name",42,0
"2017:Call Me by Your Name",43,0
"2017:Call Me by Your Name",44,0
"2017:Call Me by Your Name",45,0
"2017:Call Me by Your Name",46,0
"2017:Call Me by Your Name",47,0
"2017:Call Me by Your Name",48,0
"2017:Call Me by Your Name",49,0.044
"2017:Call Me by Your Name",50,0
"2017:Darkest Hour",1,0.004
"2017:Darkest Hour",2,0.01
"2017:Darkest Hour",3,0
"2017:Darkest Hour",4,0
"2017:Darkest Hour",5,0
"2017:Darkest Hour",6,0
"2017:Darkest Hour",7,0
"2017:Darkest Hour",8,0
"2017:Darkest Hour",9,0.02
"2017:Darkest Hour",10,0
"2017:Darkest Hour",11,0
"2017:Darkest Hour",12,0
"2017:Darkest Hour",13,0
"2017:Darkest Hour",14,0
"2017:Darkest Hour",15,0
"2017:Darkest Hour",16,0
"2017:Darkest Hour",17,0.047
"2017:Darkest Hour",18,0.004
"2017:Darkest Hour",19,0
"2017:Darkest Hour",20,0.08
"2017:Darkest Hour",21,0
"2017:Darkest Hour",22,0.11
"2017:Darkest Hour",23,0
"2017:Darkest Hour",24,0
"2017:Darkest Hour",25,0.06
"2017:Darkest Hour",26,0
"2017:Darkest Hour",27,0
"2017:Darkest Hour",28,0
"2017:Darkest Hour",29,0.103
"2017:Darkest Hour",30,0.004
"2017:Darkest Hour",31,0.02
"2017:Darkest Hour",32,0.06
"2017:Darkest Hour",33,0
"2017:Darkest Hour",34,0
"2017:Darkest Hour",35,0.004
"2017:Darkest Hour",36,0
"2017:Darkest Hour",37,0.004
"2017:Darkest Hour",38,0
"2017:Darkest Hour",39,0
"2017:Darkest Hour",40,0.183
"2017:Darkest Hour",41,0.057
"2017:Darkest Hour",42,0
"2017:Darkest Hour",43,0
"2017:Darkest Hour",44,0
"2017:Darkest Hour",45,0.183
"2017:Darkest Hour",46,0.037
"2017:Darkest Hour",47,0
"2017:Darkest Hour",48,0
"2017:Darkest Hour",49,0
"2017:Darkest Hour",50,0
"2017:Dunkirk",1,0.06
"2017:Dunkirk",2,0
"2017:Dunkirk",3,0
"2017:Dunkirk",4,0
"2017:Dunkirk",5,0
"2017:Dunkirk",6,0
"2017:Dunkirk",7,0
"2017:Dunkirk",8,0
"2017:Dunkirk",9,0.193
"2017:Dunkirk",10,0
"2017:Dunkirk",11,0
"2017:Dunkirk",12,0
"2017:Dunkirk",13,0
"2017:Dunkirk",14,0
"2017:Dunkirk",15,0.003
"2017:Dunkirk",16,0
"2017:Dunkirk",17,0.045
"2017:Dunkirk",18,0
"2017:Dunkirk",19,0.003
"2017:Dunkirk",20,0.227
"2017:Dunkirk",21,0
"2017:Dunkirk",22,0.003
"2017:Dunkirk",23,0
"2017:Dunkirk",24,0
"2017:Dunkirk",25,0
"2017:Dunkirk",26,0
"2017:Dunkirk",27,0.079
"2017:Dunkirk",28,0
"2017:Dunkirk",29,0.235
"2017:Dunkirk",30,0.003
"2017:Dunkirk",31,0.032
"2017:Dunkirk",32,0
"2017:Dunkirk",33,0
"2017:Dunkirk",34,0
"2017:Dunkirk",35,0
"2017:Dunkirk",36,0.005
"2017:Dunkirk",37,0
"2017:Dunkirk",38,0
"2017:Dunkirk",39,0
"2017:Dunkirk",40,0.003
"2017:Dunkirk",41,0
"2017:Dunkirk",42,0.064
"2017:Dunkirk",43,0
"2017:Dunkirk",44,0
"2017:Dunkirk",45,0.015
"2017:Dunkirk",46,0.003
"2017:Dunkirk",47,0.02
"2017:Dunkirk",48,0
"2017:Dunkirk",49,0
"2017:Dunkirk",50,0
"2017:Get Out",1,0.007
"2017:Get Out",2,0
"2017:Get Out",3,0.079
"2017:Get Out",4,0
"2017:Get Out",5,0.002
"2017:Get Out",6,0
"2017:Get Out",7,0
"2017:Get Out",8,0.096
"2017:Get Out",9,0
"2017:Get Out",10,0.007
"2017:Get Out",11,0
"2017:Get Out",12,0.082
"2017:Get Out",13,0
"2017:Get Out",14,0
"2017:Get Out",15,0.245
"2017:Get Out",16,0.002
"2017:Get Out",17,0.007
"2017:Get Out",18,0.007
"2017:Get Out",19,0
"2017:Get Out",20,0.002
"2017:Get Out",21,0
"2017:Get Out",22,0.163
"2017:Get Out",23,0.091
"2017:Get Out",24,0
"2017:Get Out",25,0
"2017:Get Out",26,0.008
"2017:Get Out",27,0.071
"2017:Get Out",28,0
"2017:Get Out",29,0
"2017:Get Out",30,0
"2017:Get Out",31,0
"2017:Get Out",32,0
"2017:Get Out",33,0.003
"2017:Get Out",34,0
"2017:Get Out",35,0
"2017:Get Out",36,0.114
"2017:Get Out",37,0
"2017:Get Out",38,0
"2017:Get Out",39,0
"2017:Get Out",40,0
"2017:Get Out",41,0
"2017:Get Out",42,0
"2017:Get Out",43,0
"2017:Get Out",44,0
"2017:Get Out",45,0.003
"2017:Get Out",46,0
"2017:Get Out",47,0
"2017:Get Out",48,0.007
"2017:Get Out",49,0
"2017:Get Out",50,0
"2017:Lady Bird",1,0
"2017:Lady Bird",2,0
"2017:Lady Bird",3,0
