"","topic","term","beta"
"6342",42,"sens",3.23603650249175e-05
"6343",43,"sens",6.23752495009981e-05
"6344",44,"sens",3.82087727342197e-05
"6345",45,"sens",3.6440492675461e-05
"6346",46,"sens",5.67794685441744e-05
"6347",47,"sens",4.7523999619808e-05
"6348",48,"sens",5.58596804826276e-05
"6349",49,"sens",3.60334390314212e-05
"6350",50,"sens",3.19877167167808e-05
"6351",1,"seri",3.39420270178535e-05
"6352",2,"seri",3.55973230813043e-05
"6353",3,"seri",2.58317834263278e-05
"6354",4,"seri",5.86097761106553e-05
"6355",5,"seri",7.59762953958366e-05
"6356",6,"seri",1.35479325854875e-05
"6357",7,"seri",3.87867504460476e-05
"6358",8,"seri",8.37380673254062e-05
"6359",9,"seri",4.96228662167527e-05
"6360",10,"seri",1.4404655584685e-05
"6361",11,"seri",4.16805601867289e-05
"6362",12,"seri",2.72985367984276e-05
"6363",13,"seri",7.08616780045352e-05
"6364",14,"seri",3.86966953022212e-05
"6365",15,"seri",0.000485080807363763
"6366",16,"seri",4.47988531493594e-05
"6367",17,"seri",6.29247420085578e-05
"6368",18,"seri",0.00130405519098099
"6369",19,"seri",3.99329127066528e-05
"6370",20,"seri",3.89985180563139e-05
"6371",21,"seri",0.00012045290291496
"6372",22,"seri",9.51275660660946e-06
"6373",23,"seri",2.41826272006191e-05
"6374",24,"seri",3.64936865922195e-05
"6375",25,"seri",5.78302105019663e-05
"6376",26,"seri",0.000525009545628102
"6377",27,"seri",1.79849645696198e-05
"6378",28,"seri",6.20655412115193e-05
"6379",29,"seri",2.22756838634946e-05
"6380",30,"seri",0.00151602656656079
"6381",31,"seri",5.6554688383667e-05
"6382",32,"seri",0.00431157558106333
"6383",33,"seri",6.34437254155564e-05
"6384",34,"seri",1.7342443897194e-05
"6385",35,"seri",7.18803910293272e-05
"6386",36,"seri",3.63874536059966e-05
"6387",37,"seri",4.10981423639652e-05
"6388",38,"seri",9.98801438274072e-05
"6389",39,"seri",7.52898659840385e-05
"6390",40,"seri",2.36283729502387e-05
"6391",41,"seri",4.35881788858861e-05
"6392",42,"seri",0.00294479321726749
"6393",43,"seri",0.00130988023952096
"6394",44,"seri",3.82087727342197e-05
"6395",45,"seri",3.6440492675461e-05
"6396",46,"seri",0.000624574153985919
"6397",47,"seri",0.000522763995817888
"6398",48,"seri",5.58596804826276e-05
"6399",49,"seri",0.00436004612280196
"6400",50,"seri",0.00131149638538801
"6401",1,"sight",3.39420270178535e-05
"6402",2,"sight",3.55973230813043e-05
"6403",3,"sight",2.58317834263278e-05
"6404",4,"sight",5.86097761106553e-05
"6405",5,"sight",7.59762953958366e-05
"6406",6,"sight",1.35479325854875e-05
"6407",7,"sight",0.000814521759367001
"6408",8,"sight",8.37380673254062e-05
"6409",9,"sight",4.96228662167527e-05
"6410",10,"sight",0.000302497767278384
"6411",11,"sight",4.16805601867289e-05
"6412",12,"sight",2.72985367984276e-05
"6413",13,"sight",7.08616780045352e-05
"6414",14,"sight",3.86966953022212e-05
"6415",15,"sight",1.18312392039942e-05
"6416",16,"sight",4.47988531493594e-05
"6417",17,"sight",0.000692172162094136
"6418",18,"sight",0.00298670705031129
"6419",19,"sight",3.99329127066528e-05
"6420",20,"sight",0.000428983698619453
"6421",21,"sight",0.00252951096121417
"6422",22,"sight",0.000104640322672704
"6423",23,"sight",2.41826272006191e-05
"6424",24,"sight",0.000401430552514415
"6425",25,"sight",0.00237103863058061
"6426",26,"sight",4.77281405116457e-05
"6427",27,"sight",1.79849645696198e-05
"6428",28,"sight",6.20655412115193e-05
"6429",29,"sight",2.22756838634946e-05
"6430",30,"sight",7.21917412647994e-05
"6431",31,"sight",5.6554688383667e-05
"6432",32,"sight",2.85534806692936e-05
"6433",33,"sight",6.34437254155564e-05
"6434",34,"sight",0.000537615760813014
"6435",35,"sight",7.18803910293272e-05
"6436",36,"sight",0.00149188559784586
"6437",37,"sight",4.10981423639652e-05
"6438",38,"sight",9.98801438274072e-05
"6439",39,"sight",7.52898659840385e-05
"6440",40,"sight",2.36283729502387e-05
"6441",41,"sight",4.35881788858861e-05
"6442",42,"sight",0.000355964015274092
"6443",43,"sight",6.23752495009981e-05
"6444",44,"sight",3.82087727342197e-05
"6445",45,"sight",0.000400845419430071
"6446",46,"sight",5.67794685441744e-05
"6447",47,"sight",0.00337420397300637
"6448",48,"sight",0.00508323092391911
"6449",49,"sight",3.60334390314212e-05
"6450",50,"sight",3.19877167167808e-05
"6451",1,"simpl",3.39420270178535e-05
"6452",2,"simpl",3.55973230813043e-05
"6453",3,"simpl",0.000284149617689605
"6454",4,"simpl",5.86097761106553e-05
"6455",5,"simpl",7.59762953958366e-05
"6456",6,"simpl",1.35479325854875e-05
"6457",7,"simpl",3.87867504460476e-05
"6458",8,"simpl",8.37380673254062e-05
"6459",9,"simpl",4.96228662167527e-05
"6460",10,"simpl",1.4404655584685e-05
"6461",11,"simpl",4.16805601867289e-05
"6462",12,"simpl",2.72985367984276e-05
"6463",13,"simpl",7.08616780045352e-05
"6464",14,"simpl",3.86966953022212e-05
"6465",15,"simpl",1.18312392039942e-05
"6466",16,"simpl",4.47988531493594e-05
"6467",17,"simpl",0.000692172162094136
"6468",18,"simpl",0.00172471815581356
"6469",19,"simpl",0.000439262039773181
"6470",20,"simpl",3.89985180563139e-05
"6471",21,"simpl",0.00132498193206456
"6472",22,"simpl",9.51275660660946e-06
"6473",23,"simpl",2.41826272006191e-05
"6474",24,"simpl",0.00222611488212539
"6475",25,"simpl",5.78302105019663e-05
"6476",26,"simpl",4.77281405116457e-05
"6477",27,"simpl",1.79849645696198e-05
"6478",28,"simpl",6.20655412115193e-05
"6479",29,"simpl",2.22756838634946e-05
"6480",30,"simpl",7.21917412647994e-05
"6481",31,"simpl",5.6554688383667e-05
"6482",32,"simpl",2.85534806692936e-05
"6483",33,"simpl",6.34437254155564e-05
"6484",34,"simpl",1.7342443897194e-05
"6485",35,"simpl",7.18803910293272e-05
"6486",36,"simpl",3.63874536059966e-05
"6487",37,"simpl",4.10981423639652e-05
"6488",38,"simpl",9.98801438274072e-05
"6489",39,"simpl",7.52898659840385e-05
"6490",40,"simpl",0.000259912102452625
"6491",41,"simpl",4.35881788858861e-05
"6492",42,"simpl",0.00262118956701832
"6493",43,"simpl",6.23752495009981e-05
"6494",44,"simpl",3.82087727342197e-05
"6495",45,"simpl",0.00112965527293929
"6496",46,"simpl",5.67794685441744e-05
"6497",47,"simpl",4.7523999619808e-05
"6498",48,"simpl",0.000614456485308904
"6499",49,"simpl",3.60334390314212e-05
"6500",50,"simpl",3.19877167167808e-05
"6501",1,"speak",0.00308872445862467
"6502",2,"speak",0.0025274099387726
"6503",3,"speak",2.58317834263278e-05
"6504",4,"speak",0.000644707537217208
"6505",5,"speak",7.59762953958366e-05
"6506",6,"speak",0.00285861377553785
"6507",7,"speak",3.87867504460476e-05
"6508",8,"speak",0.00259588008708759
"6509",9,"speak",4.96228662167527e-05
"6510",10,"speak",0.000158451211431535
"6511",11,"speak",0.000875291763921307
"6512",12,"speak",0.00111924000873553
"6513",13,"speak",7.08616780045352e-05
"6514",14,"speak",3.86966953022212e-05
"6515",15,"speak",0.00285132864816261
"6516",16,"speak",4.47988531493594e-05
"6517",17,"speak",6.29247420085578e-05
"6518",18,"speak",4.20662964832576e-05
"6519",19,"speak",0.00802651545403722
"6520",20,"speak",0.00588877622650339
"6521",21,"speak",0.00012045290291496
"6522",22,"speak",9.51275660660946e-06
"6523",23,"speak",0.00026600889920681
"6524",24,"speak",3.64936865922195e-05
"6525",25,"speak",5.78302105019663e-05
"6526",26,"speak",0.00434326078655976
"6527",27,"speak",1.79849645696198e-05
"6528",28,"speak",6.20655412115193e-05
"6529",29,"speak",0.000245032522498441
"6530",30,"speak",7.21917412647994e-05
"6531",31,"speak",0.000622101572220337
"6532",32,"speak",0.0168751070755525
"6533",33,"speak",6.34437254155564e-05
"6534",34,"speak",1.7342443897194e-05
"6535",35,"speak",0.000790684301322599
"6536",36,"speak",0.010952623535405
"6537",37,"speak",0.000452079566003617
"6538",38,"speak",9.98801438274072e-05
"6539",39,"speak",7.52898659840385e-05
"6540",40,"speak",2.36283729502387e-05
"6541",41,"speak",4.35881788858861e-05
"6542",42,"speak",0.00132677496602162
"6543",43,"speak",6.23752495009981e-05
"6544",44,"speak",0.000802384227418615
"6545",45,"speak",0.00368048976022156
"6546",46,"speak",5.67794685441744e-05
"6547",47,"speak",0.00432468396540253
"6548",48,"speak",0.00340744050944029
"6549",49,"speak",3.60334390314212e-05
"6550",50,"speak",0.00195125071972363
"6551",1,"spend",3.39420270178535e-05
"6552",2,"spend",3.55973230813043e-05
"6553",3,"spend",2.58317834263278e-05
"6554",4,"spend",5.86097761106553e-05
"6555",5,"spend",7.59762953958366e-05
"6556",6,"spend",0.00692299355118409
"6557",7,"spend",3.87867504460476e-05
"6558",8,"spend",8.37380673254062e-05
"6559",9,"spend",4.96228662167527e-05
"6560",10,"spend",1.4404655584685e-05
"6561",11,"spend",0.00379293097699233
"6562",12,"spend",2.72985367984276e-05
"6563",13,"spend",7.08616780045352e-05
"6564",14,"spend",3.86966953022212e-05
"6565",15,"spend",0.000130143631243936
"6566",16,"spend",4.47988531493594e-05
"6567",17,"spend",6.29247420085578e-05
"6568",18,"spend",0.00088339222614841
"6569",19,"spend",0.00443255331043846
"6570",20,"spend",3.89985180563139e-05
"6571",21,"spend",0.00012045290291496
"6572",22,"spend",0.00134129868153193
"6573",23,"spend",0.00220061907525634
"6574",24,"spend",0.000401430552514415
"6575",25,"spend",0.000636132315521628
"6576",26,"spend",4.77281405116457e-05
"6577",27,"spend",1.79849645696198e-05
"6578",28,"spend",0.00254468718967229
"6579",29,"spend",2.22756838634946e-05
"6580",30,"spend",7.21917412647994e-05
"6581",31,"spend",0.00118764845605701
"6582",32,"spend",0.00259836674090572
"6583",33,"spend",6.34437254155564e-05
"6584",34,"spend",0.00400610454025181
"6585",35,"spend",7.18803910293272e-05
"6586",36,"spend",3.63874536059966e-05
"6587",37,"spend",4.10981423639652e-05
"6588",38,"spend",9.98801438274072e-05
"6589",39,"spend",7.52898659840385e-05
"6590",40,"spend",2.36283729502387e-05
"6591",41,"spend",4.35881788858861e-05
"6592",42,"spend",3.23603650249175e-05
"6593",43,"spend",6.23752495009981e-05
"6594",44,"spend",0.00118447195476081
"6595",45,"spend",3.6440492675461e-05
"6596",46,"spend",0.00232795821031115
"6597",47,"spend",4.7523999619808e-05
"6598",48,"spend",5.58596804826276e-05
"6599",49,"spend",3.60334390314212e-05
"6600",50,"spend",0.000671742051052396
"6601",1,"stair",3.39420270178535e-05
"6602",2,"stair",3.55973230813043e-05
"6603",3,"stair",0.00183405662326927
"6604",4,"stair",0.000644707537217208
"6605",5,"stair",7.59762953958366e-05
"6606",6,"stair",0.000555465236004986
"6607",7,"stair",3.87867504460476e-05
"6608",8,"stair",0.000921118740579467
"6609",9,"stair",4.96228662167527e-05
"6610",10,"stair",0.000302497767278384
"6611",11,"stair",4.16805601867289e-05
"6612",12,"stair",2.72985367984276e-05
"6613",13,"stair",0.000779478458049886
"6614",14,"stair",3.86966953022212e-05
"6615",15,"stair",1.18312392039942e-05
"6616",16,"stair",4.47988531493594e-05
"6617",17,"stair",6.29247420085578e-05
"6618",18,"stair",4.20662964832576e-05
"6619",19,"stair",3.99329127066528e-05
"6620",20,"stair",3.89985180563139e-05
"6621",21,"stair",0.00012045290291496
"6622",22,"stair",0.000104640322672704
"6623",23,"stair",0.00268427161926872
"6624",24,"stair",3.64936865922195e-05
"6625",25,"stair",5.78302105019663e-05
"6626",26,"stair",4.77281405116457e-05
"6627",27,"stair",0.000557533901658214
"6628",28,"stair",6.20655412115193e-05
"6629",29,"stair",0.000245032522498441
"6630",30,"stair",7.21917412647994e-05
"6631",31,"stair",5.6554688383667e-05
"6632",32,"stair",2.85534806692936e-05
"6633",33,"stair",6.34437254155564e-05
"6634",34,"stair",1.7342443897194e-05
"6635",35,"stair",0.00222829212190914
"6636",36,"stair",3.63874536059966e-05
"6637",37,"stair",4.10981423639652e-05
"6638",38,"stair",9.98801438274072e-05
"6639",39,"stair",7.52898659840385e-05
"6640",40,"stair",0.000496195831955012
"6641",41,"stair",0.000915351756603609
"6642",42,"stair",3.23603650249175e-05
"6643",43,"stair",6.23752495009981e-05
"6644",44,"stair",3.82087727342197e-05
"6645",45,"stair",3.6440492675461e-05
"6646",46,"stair",5.67794685441744e-05
"6647",47,"stair",4.7523999619808e-05
"6648",48,"stair",5.58596804826276e-05
"6649",49,"stair",3.60334390314212e-05
"6650",50,"stair",3.19877167167808e-05
"6651",1,"start",3.39420270178535e-05
"6652",2,"start",3.55973230813043e-05
"6653",3,"start",2.58317834263278e-05
"6654",4,"start",5.86097761106553e-05
"6655",5,"start",7.59762953958366e-05
"6656",6,"start",1.35479325854875e-05
"6657",7,"start",3.87867504460476e-05
"6658",8,"start",8.37380673254062e-05
"6659",9,"start",0.00898173878523223
"6660",10,"start",1.4404655584685e-05
"6661",11,"start",4.16805601867289e-05
"6662",12,"start",0.000300283904782704
"6663",13,"start",0.00290532879818594
"6664",14,"start",0.0120346722389908
"6665",15,"start",0.0111331960909586
"6666",16,"start",0.00228474151061733
"6667",17,"start",0.00132141958217971
"6668",18,"start",4.20662964832576e-05
"6669",19,"start",0.000439262039773181
"6670",20,"start",3.89985180563139e-05
"6671",21,"start",0.00012045290291496
"6672",22,"start",0.0121858412130667
"6673",23,"start",0.000507835171213
"6674",24,"start",0.00624042040726954
"6675",25,"start",5.78302105019663e-05
"6676",26,"start",0.00338869797632684
"6677",27,"start",0.00451422610697457
"6678",28,"start",6.20655412115193e-05
"6679",29,"start",2.22756838634946e-05
"6680",30,"start",0.000794109153912792
"6681",31,"start",5.6554688383667e-05
"6682",32,"start",2.85534806692936e-05
"6683",33,"start",0.00260119274203781
"6684",34,"start",1.7342443897194e-05
"6685",35,"start",7.18803910293272e-05
"6686",36,"start",0.00076413652572593
"6687",37,"start",0.00949367088607595
"6688",38,"start",0.00109868158210148
"6689",39,"start",0.00534558048486674
"6690",40,"start",0.000259912102452625
"6691",41,"start",4.35881788858861e-05
"6692",42,"start",0.00521001876901172
"6693",43,"start",6.23752495009981e-05
"6694",44,"start",3.82087727342197e-05
"6695",45,"start",0.0106041833685591
"6696",46,"start",5.67794685441744e-05
"6697",47,"start",4.7523999619808e-05
"6698",48,"start",0.0201653446542286
"6699",49,"start",3.60334390314212e-05
"6700",50,"start",3.19877167167808e-05
"6701",1,"stay",3.39420270178535e-05
"6702",2,"stay",0.0050192225544639
"6703",3,"stay",2.58317834263278e-05
"6704",4,"stay",5.86097761106553e-05
"6705",5,"stay",7.59762953958366e-05
"6706",6,"stay",0.00570367961849022
"6707",7,"stay",0.00624466682181367
"6708",8,"stay",8.37380673254062e-05
"6709",9,"stay",4.96228662167527e-05
"6710",10,"stay",1.4404655584685e-05
"6711",11,"stay",4.16805601867289e-05
"6712",12,"stay",2.72985367984276e-05
"6713",13,"stay",0.0142431972789116
"6714",14,"stay",0.00197353146041328
"6715",15,"stay",1.18312392039942e-05
"6716",16,"stay",4.47988531493594e-05
"6717",17,"stay",6.29247420085578e-05
"6718",18,"stay",4.20662964832576e-05
"6719",19,"stay",0.00962383196230333
"6720",20,"stay",0.00237890960143515
"6721",21,"stay",0.00252951096121417
"6722",22,"stay",0.00733433534369589
"6723",23,"stay",2.41826272006191e-05
"6724",24,"stay",3.64936865922195e-05
"6725",25,"stay",5.78302105019663e-05
"6726",26,"stay",4.77281405116457e-05
"6727",27,"stay",0.00469407575267077
"6728",28,"stay",0.00130337636544191
"6729",29,"stay",0.000913303038403279
"6730",30,"stay",0.00151602656656079
"6731",31,"stay",5.6554688383667e-05
"6732",32,"stay",2.85534806692936e-05
"6733",33,"stay",6.34437254155564e-05
"6734",34,"stay",0.00782144219763449
"6735",35,"stay",0.000790684301322599
"6736",36,"stay",3.63874536059966e-05
"6737",37,"stay",0.000452079566003617
"6738",38,"stay",9.98801438274072e-05
"6739",39,"stay",7.52898659840385e-05
"6740",40,"stay",2.36283729502387e-05
"6741",41,"stay",4.35881788858861e-05
"6742",42,"stay",3.23603650249175e-05
"6743",43,"stay",0.00380489021956088
"6744",44,"stay",3.82087727342197e-05
"6745",45,"stay",3.6440492675461e-05
"6746",46,"stay",0.00232795821031115
"6747",47,"stay",0.00194848398441213
"6748",48,"stay",5.58596804826276e-05
"6749",49,"stay",3.60334390314212e-05
"6750",50,"stay",3.19877167167808e-05
"6751",1,"stop",0.0024098839182676
"6752",2,"stop",0.00715506193934216
"6753",3,"stop",2.58317834263278e-05
"6754",4,"stop",5.86097761106553e-05
"6755",5,"stop",7.59762953958366e-05
"6756",6,"stop",1.35479325854875e-05
"6757",7,"stop",0.0136141494065627
"6758",8,"stop",8.37380673254062e-05
"6759",9,"stop",4.96228662167527e-05
"6760",10,"stop",0.000446544323125234
"6761",11,"stop",4.16805601867289e-05
"6762",12,"stop",0.00221118148067263
"6763",13,"stop",7.08616780045352e-05
"6764",14,"stop",3.86966953022212e-05
"6765",15,"stop",0.00746551193772035
"6766",16,"stop",4.47988531493594e-05
"6767",17,"stop",6.29247420085578e-05
"6768",18,"stop",0.00424869594480902
"6769",19,"stop",0.0168117562495008
"6770",20,"stop",0.00198892442087201
"6771",21,"stop",0.00012045290291496
"6772",22,"stop",0.00657331481516714
"6773",23,"stop",0.0184029792996711
"6774",24,"stop",0.000401430552514415
"6775",25,"stop",5.78302105019663e-05
"6776",26,"stop",4.77281405116457e-05
"6777",27,"stop",1.79849645696198e-05
"6778",28,"stop",6.20655412115193e-05
"6779",29,"stop",2.22756838634946e-05
"6780",30,"stop",7.21917412647994e-05
"6781",31,"stop",5.6554688383667e-05
"6782",32,"stop",2.85534806692936e-05
"6783",33,"stop",6.34437254155564e-05
"6784",34,"stop",1.7342443897194e-05
"6785",35,"stop",7.18803910293272e-05
"6786",36,"stop",3.63874536059966e-05
"6787",37,"stop",4.10981423639652e-05
"6788",38,"stop",9.98801438274072e-05
"6789",39,"stop",7.52898659840385e-05
"6790",40,"stop",2.36283729502387e-05
"6791",41,"stop",0.000915351756603609
"6792",42,"stop",0.00423920781826419
"6793",43,"stop",6.23752495009981e-05
"6794",44,"stop",3.82087727342197e-05
"6795",45,"stop",0.00222287005320312
"6796",46,"stop",0.0108448784919373
"6797",47,"stop",0.00479992396160061
"6798",48,"stop",5.58596804826276e-05
"6799",49,"stop",3.60334390314212e-05
"6800",50,"stop",3.19877167167808e-05
"6801",1,"storm",3.39420270178535e-05
"6802",2,"storm",3.55973230813043e-05
"6803",3,"storm",2.58317834263278e-05
"6804",4,"storm",5.86097761106553e-05
"6805",5,"storm",7.59762953958366e-05
"6806",6,"storm",1.35479325854875e-05
"6807",7,"storm",0.00197812427274843
"6808",8,"storm",8.37380673254062e-05
"6809",9,"storm",0.00054585152838428
"6810",10,"storm",0.000302497767278384
"6811",11,"storm",0.000458486162054018
"6812",12,"storm",2.72985367984276e-05
"6813",13,"storm",0.000779478458049886
"6814",14,"storm",3.86966953022212e-05
"6815",15,"storm",1.18312392039942e-05
"6816",16,"storm",0.00542066123107248
"6817",17,"storm",6.29247420085578e-05
"6818",18,"storm",4.20662964832576e-05
"6819",19,"storm",0.000838591166839709
"6820",20,"storm",0.00159893924030887
"6821",21,"storm",0.00012045290291496
"6822",22,"storm",0.00333897756891992
"6823",23,"storm",2.41826272006191e-05
"6824",24,"storm",3.64936865922195e-05
"6825",25,"storm",5.78302105019663e-05
