"","document","topic","gamma"
"13937","1989:Field of Dreams",37,0
"13938","1989:Field of Dreams",38,0.02
"13939","1989:Field of Dreams",39,0
"13940","1989:Field of Dreams",40,0
"13941","1989:Field of Dreams",41,0.012
"13942","1989:Field of Dreams",42,0
"13943","1989:Field of Dreams",43,0.044
"13944","1989:Field of Dreams",44,0
"13945","1989:Field of Dreams",45,0
"13946","1989:Field of Dreams",46,0
"13947","1989:Field of Dreams",47,0
"13948","1989:Field of Dreams",48,0
"13949","1989:Field of Dreams",49,0.004
"13950","1989:Field of Dreams",50,0
"13951","1989:My Left Foot",1,0.017
"13952","1989:My Left Foot",2,0.017
"13953","1989:My Left Foot",3,0.017
"13954","1989:My Left Foot",4,0.017
"13955","1989:My Left Foot",5,0.017
"13956","1989:My Left Foot",6,0.017
"13957","1989:My Left Foot",7,0.183
"13958","1989:My Left Foot",8,0.017
"13959","1989:My Left Foot",9,0.017
"13960","1989:My Left Foot",10,0.017
"13961","1989:My Left Foot",11,0.017
"13962","1989:My Left Foot",12,0.017
"13963","1989:My Left Foot",13,0.017
"13964","1989:My Left Foot",14,0.017
"13965","1989:My Left Foot",15,0.017
"13966","1989:My Left Foot",16,0.017
"13967","1989:My Left Foot",17,0.017
"13968","1989:My Left Foot",18,0.017
"13969","1989:My Left Foot",19,0.017
"13970","1989:My Left Foot",20,0.017
"13971","1989:My Left Foot",21,0.017
"13972","1989:My Left Foot",22,0.017
"13973","1989:My Left Foot",23,0.017
"13974","1989:My Left Foot",24,0.017
"13975","1989:My Left Foot",25,0.017
"13976","1989:My Left Foot",26,0.017
"13977","1989:My Left Foot",27,0.017
"13978","1989:My Left Foot",28,0.017
"13979","1989:My Left Foot",29,0.017
"13980","1989:My Left Foot",30,0.017
"13981","1989:My Left Foot",31,0.017
"13982","1989:My Left Foot",32,0.017
"13983","1989:My Left Foot",33,0.017
"13984","1989:My Left Foot",34,0.017
"13985","1989:My Left Foot",35,0.017
"13986","1989:My Left Foot",36,0.017
"13987","1989:My Left Foot",37,0.017
"13988","1989:My Left Foot",38,0.017
"13989","1989:My Left Foot",39,0.017
"13990","1989:My Left Foot",40,0.017
"13991","1989:My Left Foot",41,0.017
"13992","1989:My Left Foot",42,0.017
"13993","1989:My Left Foot",43,0.017
"13994","1989:My Left Foot",44,0.017
"13995","1989:My Left Foot",45,0.017
"13996","1989:My Left Foot",46,0.017
"13997","1989:My Left Foot",47,0.017
"13998","1989:My Left Foot",48,0.017
"13999","1989:My Left Foot",49,0.017
"14000","1989:My Left Foot",50,0.017
"14001","1990:Awakenings",1,0.001
"14002","1990:Awakenings",2,0.001
"14003","1990:Awakenings",3,0.001
"14004","1990:Awakenings",4,0.001
"14005","1990:Awakenings",5,0.007
"14006","1990:Awakenings",6,0.001
"14007","1990:Awakenings",7,0.001
"14008","1990:Awakenings",8,0.001
"14009","1990:Awakenings",9,0.007
"14010","1990:Awakenings",10,0.059
"14011","1990:Awakenings",11,0.001
"14012","1990:Awakenings",12,0.001
"14013","1990:Awakenings",13,0.001
"14014","1990:Awakenings",14,0.001
"14015","1990:Awakenings",15,0.052
"14016","1990:Awakenings",16,0.001
"14017","1990:Awakenings",17,0.001
"14018","1990:Awakenings",18,0.001
"14019","1990:Awakenings",19,0.001
"14020","1990:Awakenings",20,0.001
"14021","1990:Awakenings",21,0.001
"14022","1990:Awakenings",22,0.014
"14023","1990:Awakenings",23,0.001
"14024","1990:Awakenings",24,0.001
"14025","1990:Awakenings",25,0.001
"14026","1990:Awakenings",26,0.136
"14027","1990:Awakenings",27,0.001
"14028","1990:Awakenings",28,0.001
"14029","1990:Awakenings",29,0.001
"14030","1990:Awakenings",30,0.007
"14031","1990:Awakenings",31,0.001
"14032","1990:Awakenings",32,0.517
"14033","1990:Awakenings",33,0.001
"14034","1990:Awakenings",34,0.001
"14035","1990:Awakenings",35,0.007
"14036","1990:Awakenings",36,0.001
"14037","1990:Awakenings",37,0.001
"14038","1990:Awakenings",38,0.02
"14039","1990:Awakenings",39,0.001
"14040","1990:Awakenings",40,0.001
"14041","1990:Awakenings",41,0.001
"14042","1990:Awakenings",42,0.001
"14043","1990:Awakenings",43,0.026
"14044","1990:Awakenings",44,0.001
"14045","1990:Awakenings",45,0.052
"14046","1990:Awakenings",46,0.001
"14047","1990:Awakenings",47,0.014
"14048","1990:Awakenings",48,0.001
"14049","1990:Awakenings",49,0.059
"14050","1990:Awakenings",50,0.001
"14051","1990:Dances with Wolves",1,0
"14052","1990:Dances with Wolves",2,0
"14053","1990:Dances with Wolves",3,0
"14054","1990:Dances with Wolves",4,0
"14055","1990:Dances with Wolves",5,0
"14056","1990:Dances with Wolves",6,0.015
"14057","1990:Dances with Wolves",7,0.08
"14058","1990:Dances with Wolves",8,0
"14059","1990:Dances with Wolves",9,0
"14060","1990:Dances with Wolves",10,0.269
"14061","1990:Dances with Wolves",11,0
"14062","1990:Dances with Wolves",12,0.003
"14063","1990:Dances with Wolves",13,0
"14064","1990:Dances with Wolves",14,0
"14065","1990:Dances with Wolves",15,0
"14066","1990:Dances with Wolves",16,0.033
"14067","1990:Dances with Wolves",17,0
"14068","1990:Dances with Wolves",18,0
"14069","1990:Dances with Wolves",19,0
"14070","1990:Dances with Wolves",20,0.003
"14071","1990:Dances with Wolves",21,0
"14072","1990:Dances with Wolves",22,0.006
"14073","1990:Dances with Wolves",23,0
"14074","1990:Dances with Wolves",24,0
"14075","1990:Dances with Wolves",25,0
"14076","1990:Dances with Wolves",26,0
"14077","1990:Dances with Wolves",27,0.009
"14078","1990:Dances with Wolves",28,0
"14079","1990:Dances with Wolves",29,0.216
"14080","1990:Dances with Wolves",30,0
"14081","1990:Dances with Wolves",31,0
"14082","1990:Dances with Wolves",32,0.009
"14083","1990:Dances with Wolves",33,0
"14084","1990:Dances with Wolves",34,0
"14085","1990:Dances with Wolves",35,0.012
"14086","1990:Dances with Wolves",36,0.133
"14087","1990:Dances with Wolves",37,0
"14088","1990:Dances with Wolves",38,0
"14089","1990:Dances with Wolves",39,0
"14090","1990:Dances with Wolves",40,0
"14091","1990:Dances with Wolves",41,0
"14092","1990:Dances with Wolves",42,0
"14093","1990:Dances with Wolves",43,0.018
"14094","1990:Dances with Wolves",44,0.033
"14095","1990:Dances with Wolves",45,0
"14096","1990:Dances with Wolves",46,0
"14097","1990:Dances with Wolves",47,0
"14098","1990:Dances with Wolves",48,0.095
"14099","1990:Dances with Wolves",49,0
"14100","1990:Dances with Wolves",50,0.056
"14101","1990:Ghost",1,0
"14102","1990:Ghost",2,0
"14103","1990:Ghost",3,0.073
"14104","1990:Ghost",4,0
"14105","1990:Ghost",5,0
"14106","1990:Ghost",6,0.013
"14107","1990:Ghost",7,0
"14108","1990:Ghost",8,0
"14109","1990:Ghost",9,0
"14110","1990:Ghost",10,0.278
"14111","1990:Ghost",11,0
"14112","1990:Ghost",12,0
"14113","1990:Ghost",13,0
"14114","1990:Ghost",14,0
"14115","1990:Ghost",15,0.184
"14116","1990:Ghost",16,0.056
"14117","1990:Ghost",17,0
"14118","1990:Ghost",18,0
"14119","1990:Ghost",19,0
"14120","1990:Ghost",20,0
"14121","1990:Ghost",21,0
"14122","1990:Ghost",22,0
"14123","1990:Ghost",23,0.005
"14124","1990:Ghost",24,0.12
"14125","1990:Ghost",25,0
"14126","1990:Ghost",26,0.009
"14127","1990:Ghost",27,0
"14128","1990:Ghost",28,0
"14129","1990:Ghost",29,0
"14130","1990:Ghost",30,0.231
"14131","1990:Ghost",31,0
"14132","1990:Ghost",32,0
"14133","1990:Ghost",33,0
"14134","1990:Ghost",34,0
"14135","1990:Ghost",35,0
"14136","1990:Ghost",36,0
"14137","1990:Ghost",37,0
"14138","1990:Ghost",38,0
"14139","1990:Ghost",39,0
"14140","1990:Ghost",40,0
"14141","1990:Ghost",41,0
"14142","1990:Ghost",42,0
"14143","1990:Ghost",43,0
"14144","1990:Ghost",44,0.013
"14145","1990:Ghost",45,0
"14146","1990:Ghost",46,0
"14147","1990:Ghost",47,0
"14148","1990:Ghost",48,0
"14149","1990:Ghost",49,0
"14150","1990:Ghost",50,0
"14151","1990:Goodfellas",1,0
"14152","1990:Goodfellas",2,0.019
"14153","1990:Goodfellas",3,0.098
"14154","1990:Goodfellas",4,0.024
"14155","1990:Goodfellas",5,0
"14156","1990:Goodfellas",6,0.06
"14157","1990:Goodfellas",7,0
"14158","1990:Goodfellas",8,0
"14159","1990:Goodfellas",9,0
"14160","1990:Goodfellas",10,0
"14161","1990:Goodfellas",11,0
"14162","1990:Goodfellas",12,0.07
"14163","1990:Goodfellas",13,0
"14164","1990:Goodfellas",14,0.002
"14165","1990:Goodfellas",15,0
"14166","1990:Goodfellas",16,0.002
"14167","1990:Goodfellas",17,0
"14168","1990:Goodfellas",18,0.289
"14169","1990:Goodfellas",19,0
"14170","1990:Goodfellas",20,0.007
"14171","1990:Goodfellas",21,0
"14172","1990:Goodfellas",22,0
"14173","1990:Goodfellas",23,0.009
"14174","1990:Goodfellas",24,0.149
"14175","1990:Goodfellas",25,0
"14176","1990:Goodfellas",26,0.017
"14177","1990:Goodfellas",27,0.087
"14178","1990:Goodfellas",28,0
"14179","1990:Goodfellas",29,0
"14180","1990:Goodfellas",30,0.002
"14181","1990:Goodfellas",31,0
"14182","1990:Goodfellas",32,0
"14183","1990:Goodfellas",33,0.004
"14184","1990:Goodfellas",34,0.043
"14185","1990:Goodfellas",35,0
"14186","1990:Goodfellas",36,0
"14187","1990:Goodfellas",37,0
"14188","1990:Goodfellas",38,0.011
"14189","1990:Goodfellas",39,0.011
"14190","1990:Goodfellas",40,0.034
"14191","1990:Goodfellas",41,0
"14192","1990:Goodfellas",42,0
"14193","1990:Goodfellas",43,0.038
"14194","1990:Goodfellas",44,0
"14195","1990:Goodfellas",45,0
"14196","1990:Goodfellas",46,0
"14197","1990:Goodfellas",47,0
"14198","1990:Goodfellas",48,0
"14199","1990:Goodfellas",49,0.017
"14200","1990:Goodfellas",50,0
"14201","1990:The Godfather Part III",1,0
"14202","1990:The Godfather Part III",2,0.048
"14203","1990:The Godfather Part III",3,0
"14204","1990:The Godfather Part III",4,0.396
"14205","1990:The Godfather Part III",5,0
"14206","1990:The Godfather Part III",6,0.152
"14207","1990:The Godfather Part III",7,0
"14208","1990:The Godfather Part III",8,0
"14209","1990:The Godfather Part III",9,0
"14210","1990:The Godfather Part III",10,0.008
"14211","1990:The Godfather Part III",11,0
"14212","1990:The Godfather Part III",12,0.081
"14213","1990:The Godfather Part III",13,0
"14214","1990:The Godfather Part III",14,0
"14215","1990:The Godfather Part III",15,0.035
"14216","1990:The Godfather Part III",16,0.004
"14217","1990:The Godfather Part III",17,0.015
"14218","1990:The Godfather Part III",18,0
"14219","1990:The Godfather Part III",19,0
"14220","1990:The Godfather Part III",20,0.011
"14221","1990:The Godfather Part III",21,0
"14222","1990:The Godfather Part III",22,0.006
"14223","1990:The Godfather Part III",23,0
"14224","1990:The Godfather Part III",24,0.009
"14225","1990:The Godfather Part III",25,0
"14226","1990:The Godfather Part III",26,0
"14227","1990:The Godfather Part III",27,0.066
"14228","1990:The Godfather Part III",28,0
"14229","1990:The Godfather Part III",29,0.029
"14230","1990:The Godfather Part III",30,0
"14231","1990:The Godfather Part III",31,0
"14232","1990:The Godfather Part III",32,0.057
"14233","1990:The Godfather Part III",33,0.002
"14234","1990:The Godfather Part III",34,0
"14235","1990:The Godfather Part III",35,0.02
"14236","1990:The Godfather Part III",36,0
"14237","1990:The Godfather Part III",37,0
"14238","1990:The Godfather Part III",38,0.011
"14239","1990:The Godfather Part III",39,0.011
"14240","1990:The Godfather Part III",40,0
"14241","1990:The Godfather Part III",41,0
"14242","1990:The Godfather Part III",42,0
"14243","1990:The Godfather Part III",43,0.004
"14244","1990:The Godfather Part III",44,0
"14245","1990:The Godfather Part III",45,0.028
"14246","1990:The Godfather Part III",46,0.002
"14247","1990:The Godfather Part III",47,0
"14248","1990:The Godfather Part III",48,0
"14249","1990:The Godfather Part III",49,0
"14250","1990:The Godfather Part III",50,0
"14251","1991:Beauty and the Beast",1,0
"14252","1991:Beauty and the Beast",2,0.124
"14253","1991:Beauty and the Beast",3,0.008
"14254","1991:Beauty and the Beast",4,0
"14255","1991:Beauty and the Beast",5,0
"14256","1991:Beauty and the Beast",6,0.188
"14257","1991:Beauty and the Beast",7,0
"14258","1991:Beauty and the Beast",8,0
"14259","1991:Beauty and the Beast",9,0
"14260","1991:Beauty and the Beast",10,0.238
"14261","1991:Beauty and the Beast",11,0.005
"14262","1991:Beauty and the Beast",12,0.005
"14263","1991:Beauty and the Beast",13,0
"14264","1991:Beauty and the Beast",14,0
"14265","1991:Beauty and the Beast",15,0.188
"14266","1991:Beauty and the Beast",16,0.051
"14267","1991:Beauty and the Beast",17,0
"14268","1991:Beauty and the Beast",18,0.005
"14269","1991:Beauty and the Beast",19,0.132
"14270","1991:Beauty and the Beast",20,0.003
"14271","1991:Beauty and the Beast",21,0
"14272","1991:Beauty and the Beast",22,0
"14273","1991:Beauty and the Beast",23,0
"14274","1991:Beauty and the Beast",24,0
"14275","1991:Beauty and the Beast",25,0
"14276","1991:Beauty and the Beast",26,0
"14277","1991:Beauty and the Beast",27,0
"14278","1991:Beauty and the Beast",28,0
"14279","1991:Beauty and the Beast",29,0
"14280","1991:Beauty and the Beast",30,0
"14281","1991:Beauty and the Beast",31,0
"14282","1991:Beauty and the Beast",32,0
"14283","1991:Beauty and the Beast",33,0
"14284","1991:Beauty and the Beast",34,0
"14285","1991:Beauty and the Beast",35,0
"14286","1991:Beauty and the Beast",36,0
"14287","1991:Beauty and the Beast",37,0
"14288","1991:Beauty and the Beast",38,0
"14289","1991:Beauty and the Beast",39,0
"14290","1991:Beauty and the Beast",40,0
"14291","1991:Beauty and the Beast",41,0
"14292","1991:Beauty and the Beast",42,0
"14293","1991:Beauty and the Beast",43,0
"14294","1991:Beauty and the Beast",44,0
"14295","1991:Beauty and the Beast",45,0
"14296","1991:Beauty and the Beast",46,0.003
"14297","1991:Beauty and the Beast",47,0
"14298","1991:Beauty and the Beast",48,0.041
"14299","1991:Beauty and the Beast",49,0
"14300","1991:Beauty and the Beast",50,0
"14301","1991:Bugsy",1,0
"14302","1991:Bugsy",2,0.029
"14303","1991:Bugsy",3,0.022
"14304","1991:Bugsy",4,0
"14305","1991:Bugsy",5,0.014
"14306","1991:Bugsy",6,0.14
"14307","1991:Bugsy",7,0
"14308","1991:Bugsy",8,0.004
"14309","1991:Bugsy",9,0
"14310","1991:Bugsy",10,0.016
"14311","1991:Bugsy",11,0
"14312","1991:Bugsy",12,0
"14313","1991:Bugsy",13,0.008
"14314","1991:Bugsy",14,0.002
"14315","1991:Bugsy",15,0
"14316","1991:Bugsy",16,0
"14317","1991:Bugsy",17,0.081
"14318","1991:Bugsy",18,0
"14319","1991:Bugsy",19,0
"14320","1991:Bugsy",20,0
"14321","1991:Bugsy",21,0
"14322","1991:Bugsy",22,0.11
"14323","1991:Bugsy",23,0.065
"14324","1991:Bugsy",24,0.391
"14325","1991:Bugsy",25,0
"14326","1991:Bugsy",26,0.002
"14327","1991:Bugsy",27,0.045
"14328","1991:Bugsy",28,0
"14329","1991:Bugsy",29,0
"14330","1991:Bugsy",30,0
"14331","1991:Bugsy",31,0
"14332","1991:Bugsy",32,0
"14333","1991:Bugsy",33,0
"14334","1991:Bugsy",34,0
"14335","1991:Bugsy",35,0
"14336","1991:Bugsy",36,0.002
"14337","1991:Bugsy",37,0
"14338","1991:Bugsy",38,0.006
"14339","1991:Bugsy",39,0
"14340","1991:Bugsy",40,0.047
"14341","1991:Bugsy",41,0
"14342","1991:Bugsy",42,0
"14343","1991:Bugsy",43,0.002
"14344","1991:Bugsy",44,0
"14345","1991:Bugsy",45,0.002
"14346","1991:Bugsy",46,0
"14347","1991:Bugsy",47,0
"14348","1991:Bugsy",48,0
"14349","1991:Bugsy",49,0.002
"14350","1991:Bugsy",50,0.002
"14351","1991:JFK",1,0.188
"14352","1991:JFK",2,0.004
"14353","1991:JFK",3,0.073
"14354","1991:JFK",4,0.021
"14355","1991:JFK",5,0.023
"14356","1991:JFK",6,0
"14357","1991:JFK",7,0.046
"14358","1991:JFK",8,0
"14359","1991:JFK",9,0.002
"14360","1991:JFK",10,0
"14361","1991:JFK",11,0.139
"14362","1991:JFK",12,0.027
"14363","1991:JFK",13,0.011
"14364","1991:JFK",14,0
"14365","1991:JFK",15,0
"14366","1991:JFK",16,0
"14367","1991:JFK",17,0
"14368","1991:JFK",18,0
"14369","1991:JFK",19,0
"14370","1991:JFK",20,0
"14371","1991:JFK",21,0
"14372","1991:JFK",22,0
"14373","1991:JFK",23,0
"14374","1991:JFK",24,0
"14375","1991:JFK",25,0.019
"14376","1991:JFK",26,0.002
"14377","1991:JFK",27,0.089
"14378","1991:JFK",28,0.006
"14379","1991:JFK",29,0.025
"14380","1991:JFK",30,0
"14381","1991:JFK",31,0
"14382","1991:JFK",32,0
"14383","1991:JFK",33,0
"14384","1991:JFK",34,0
"14385","1991:JFK",35,0
"14386","1991:JFK",36,0.004
"14387","1991:JFK",37,0
"14388","1991:JFK",38,0
"14389","1991:JFK",39,0
"14390","1991:JFK",40,0.153
"14391","1991:JFK",41,0
"14392","1991:JFK",42,0
"14393","1991:JFK",43,0
"14394","1991:JFK",44,0.025
"14395","1991:JFK",45,0.135
"14396","1991:JFK",46,0
"14397","1991:JFK",47,0
"14398","1991:JFK",48,0
"14399","1991:JFK",49,0
"14400","1991:JFK",50,0.002
"14401","1991:The Prince of Tides",1,0.017
"14402","1991:The Prince of Tides",2,0.017
"14403","1991:The Prince of Tides",3,0.017
"14404","1991:The Prince of Tides",4,0.017
"14405","1991:The Prince of Tides",5,0.017
"14406","1991:The Prince of Tides",6,0.017
"14407","1991:The Prince of Tides",7,0.017
"14408","1991:The Prince of Tides",8,0.017
"14409","1991:The Prince of Tides",9,0.017
"14410","1991:The Prince of Tides",10,0.017
"14411","1991:The Prince of Tides",11,0.017
"14412","1991:The Prince of Tides",12,0.017
"14413","1991:The Prince of Tides",13,0.017
"14414","1991:The Prince of Tides",14,0.017
"14415","1991:The Prince of Tides",15,0.017
"14416","1991:The Prince of Tides",16,0.017
"14417","1991:The Prince of Tides",17,0.017
"14418","1991:The Prince of Tides",18,0.017
"14419","1991:The Prince of Tides",19,0.017
"14420","1991:The Prince of Tides",20,0.017
"14421","1991:The Prince of Tides",21,0.183
"14422","1991:The Prince of Tides",22,0.017
"14423","1991:The Prince of Tides",23,0.017
"14424","1991:The Prince of Tides",24,0.017
"14425","1991:The Prince of Tides",25,0.017
"14426","1991:The Prince of Tides",26,0.017
"14427","1991:The Prince of Tides",27,0.017
"14428","1991:The Prince of Tides",28,0.017
"14429","1991:The Prince of Tides",29,0.017
"14430","1991:The Prince of Tides",30,0.017
"14431","1991:The Prince of Tides",31,0.017
"14432","1991:The Prince of Tides",32,0.017
"14433","1991:The Prince of Tides",33,0.017
"14434","1991:The Prince of Tides",34,0.017
"14435","1991:The Prince of Tides",35,0.017
"14436","1991:The Prince of Tides",36,0.017
"14437","1991:The Prince of Tides",37,0.017
"14438","1991:The Prince of Tides",38,0.017
"14439","1991:The Prince of Tides",39,0.017
"14440","1991:The Prince of Tides",40,0.017
"14441","1991:The Prince of Tides",41,0.017
"14442","1991:The Prince of Tides",42,0.017
"14443","1991:The Prince of Tides",43,0.017
"14444","1991:The Prince of Tides",44,0.017
"14445","1991:The Prince of Tides",45,0.017
"14446","1991:The Prince of Tides",46,0.017
"14447","1991:The Prince of Tides",47,0.017
"14448","1991:The Prince of Tides",48,0.017
"14449","1991:The Prince of Tides",49,0.017
"14450","1991:The Prince of Tides",50,0.017
"14451","1991:The Silence of the Lambs",1,0
"14452","1991:The Silence of the Lambs",2,0
"14453","1991:The Silence of the Lambs",3,0.256
"14454","1991:The Silence of the Lambs",4,0
"14455","1991:The Silence of the Lambs",5,0.004
"14456","1991:The Silence of the Lambs",6,0
"14457","1991:The Silence of the Lambs",7,0
"14458","1991:The Silence of the Lambs",8,0
"14459","1991:The Silence of the Lambs",9,0
"14460","1991:The Silence of the Lambs",10,0.231
"14461","1991:The Silence of the Lambs",11,0.007
"14462","1991:The Silence of the Lambs",12,0
"14463","1991:The Silence of the Lambs",13,0
"14464","1991:The Silence of the Lambs",14,0.007
"14465","1991:The Silence of the Lambs",15,0.015
"14466","1991:The Silence of the Lambs",16,0.004
"14467","1991:The Silence of the Lambs",17,0
"14468","1991:The Silence of the Lambs",18,0.011
"14469","1991:The Silence of the Lambs",19,0.124
"14470","1991:The Silence of the Lambs",20,0
"14471","1991:The Silence of the Lambs",21,0
"14472","1991:The Silence of the Lambs",22,0
"14473","1991:The Silence of the Lambs",23,0.004
"14474","1991:The Silence of the Lambs",24,0
"14475","1991:The Silence of the Lambs",25,0
"14476","1991:The Silence of the Lambs",26,0.004
"14477","1991:The Silence of the Lambs",27,0
"14478","1991:The Silence of the Lambs",28,0.1
"14479","1991:The Silence of the Lambs",29,0
"14480","1991:The Silence of the Lambs",30,0.011
"14481","1991:The Silence of the Lambs",31,0.004
"14482","1991:The Silence of the Lambs",32,0.025
"14483","1991:The Silence of the Lambs",33,0
"14484","1991:The Silence of the Lambs",34,0
"14485","1991:The Silence of the Lambs",35,0.007
"14486","1991:The Silence of the Lambs",36,0
"14487","1991:The Silence of the Lambs",37,0
"14488","1991:The Silence of the Lambs",38,0.015
"14489","1991:The Silence of the Lambs",39,0
"14490","1991:The Silence of the Lambs",40,0.16
"14491","1991:The Silence of the Lambs",41,0
"14492","1991:The Silence of the Lambs",42,0
"14493","1991:The Silence of the Lambs",43,0
"14494","1991:The Silence of the Lambs",44,0
"14495","1991:The Silence of the Lambs",45,0
"14496","1991:The Silence of the Lambs",46,0
"14497","1991:The Silence of the Lambs",47,0
"14498","1991:The Silence of the Lambs",48,0
"14499","1991:The Silence of the Lambs",49,0
"14500","1991:The Silence of the Lambs",50,0
"14501","1992:A Few Good Men",1,0.058
"14502","1992:A Few Good Men",2,0.025
"14503","1992:A Few Good Men",3,0.033
"14504","1992:A Few Good Men",4,0
"14505","1992:A Few Good Men",5,0.005
"14506","1992:A Few Good Men",6,0
"14507","1992:A Few Good Men",7,0
"14508","1992:A Few Good Men",8,0
"14509","1992:A Few Good Men",9,0.006
"14510","1992:A Few Good Men",10,0
"14511","1992:A Few Good Men",11,0.334
"14512","1992:A Few Good Men",12,0
"14513","1992:A Few Good Men",13,0
"14514","1992:A Few Good Men",14,0
"14515","1992:A Few Good Men",15,0
"14516","1992:A Few Good Men",16,0.019
"14517","1992:A Few Good Men",17,0
"14518","1992:A Few Good Men",18,0.077
"14519","1992:A Few Good Men",19,0.002
"14520","1992:A Few Good Men",20,0.011
"14521","1992:A Few Good Men",21,0
"14522","1992:A Few Good Men",22,0
"14523","1992:A Few Good Men",23,0
"14524","1992:A Few Good Men",24,0
"14525","1992:A Few Good Men",25,0.002
"14526","1992:A Few Good Men",26,0.003
"14527","1992:A Few Good Men",27,0
"14528","1992:A Few Good Men",28,0.009
"14529","1992:A Few Good Men",29,0.135
"14530","1992:A Few Good Men",30,0.005
"14531","1992:A Few Good Men",31,0
"14532","1992:A Few Good Men",32,0.049
"14533","1992:A Few Good Men",33,0
"14534","1992:A Few Good Men",34,0
"14535","1992:A Few Good Men",35,0
"14536","1992:A Few Good Men",36,0
"14537","1992:A Few Good Men",37,0.005
"14538","1992:A Few Good Men",38,0
"14539","1992:A Few Good Men",39,0
"14540","1992:A Few Good Men",40,0.117
"14541","1992:A Few Good Men",41,0
"14542","1992:A Few Good Men",42,0.048
"14543","1992:A Few Good Men",43,0.016
"14544","1992:A Few Good Men",44,0.024
"14545","1992:A Few Good Men",45,0
"14546","1992:A Few Good Men",46,0
"14547","1992:A Few Good Men",47,0
"14548","1992:A Few Good Men",48,0
"14549","1992:A Few Good Men",49,0.014
"14550","1992:A Few Good Men",50,0
"14551","1992:Howards End",1,0.017
"14552","1992:Howards End",2,0.017
"14553","1992:Howards End",3,0.017
"14554","1992:Howards End",4,0.017
"14555","1992:Howards End",5,0.017
"14556","1992:Howards End",6,0.017
"14557","1992:Howards End",7,0.183
"14558","1992:Howards End",8,0.017
"14559","1992:Howards End",9,0.017
"14560","1992:Howards End",10,0.017
"14561","1992:Howards End",11,0.017
"14562","1992:Howards End",12,0.017
"14563","1992:Howards End",13,0.017
"14564","1992:Howards End",14,0.017
"14565","1992:Howards End",15,0.017
"14566","1992:Howards End",16,0.017
"14567","1992:Howards End",17,0.017
"14568","1992:Howards End",18,0.017
"14569","1992:Howards End",19,0.017
"14570","1992:Howards End",20,0.017
"14571","1992:Howards End",21,0.017
"14572","1992:Howards End",22,0.017
"14573","1992:Howards End",23,0.017
"14574","1992:Howards End",24,0.017
"14575","1992:Howards End",25,0.017
"14576","1992:Howards End",26,0.017
"14577","1992:Howards End",27,0.017
"14578","1992:Howards End",28,0.017
"14579","1992:Howards End",29,0.017
"14580","1992:Howards End",30,0.017
"14581","1992:Howards End",31,0.017
"14582","1992:Howards End",32,0.017
"14583","1992:Howards End",33,0.017
"14584","1992:Howards End",34,0.017
"14585","1992:Howards End",35,0.017
"14586","1992:Howards End",36,0.017
"14587","1992:Howards End",37,0.017
"14588","1992:Howards End",38,0.017
"14589","1992:Howards End",39,0.017
"14590","1992:Howards End",40,0.017
"14591","1992:Howards End",41,0.017
"14592","1992:Howards End",42,0.017
"14593","1992:Howards End",43,0.017
"14594","1992:Howards End",44,0.017
"14595","1992:Howards End",45,0.017
"14596","1992:Howards End",46,0.017
"14597","1992:Howards End",47,0.017
"14598","1992:Howards End",48,0.017
"14599","1992:Howards End",49,0.017
"14600","1992:Howards End",50,0.017
"14601","1992:Scent of a Woman",1,0
"14602","1992:Scent of a Woman",2,0.004
"14603","1992:Scent of a Woman",3,0.049
"14604","1992:Scent of a Woman",4,0
"14605","1992:Scent of a Woman",5,0
"14606","1992:Scent of a Woman",6,0.104
"14607","1992:Scent of a Woman",7,0
"14608","1992:Scent of a Woman",8,0
"14609","1992:Scent of a Woman",9,0
"14610","1992:Scent of a Woman",10,0
"14611","1992:Scent of a Woman",11,0
"14612","1992:Scent of a Woman",12,0.028
"14613","1992:Scent of a Woman",13,0.004
"14614","1992:Scent of a Woman",14,0
"14615","1992:Scent of a Woman",15,0
"14616","1992:Scent of a Woman",16,0
"14617","1992:Scent of a Woman",17,0.111
"14618","1992:Scent of a Woman",18,0.011
"14619","1992:Scent of a Woman",19,0
"14620","1992:Scent of a Woman",20,0
"14621","1992:Scent of a Woman",21,0
"14622","1992:Scent of a Woman",22,0.045
"14623","1992:Scent of a Woman",23,0.059
"14624","1992:Scent of a Woman",24,0
"14625","1992:Scent of a Woman",25,0
"14626","1992:Scent of a Woman",26,0.004
"14627","1992:Scent of a Woman",27,0.052
"14628","1992:Scent of a Woman",28,0
"14629","1992:Scent of a Woman",29,0.045
"14630","1992:Scent of a Woman",30,0
"14631","1992:Scent of a Woman",31,0
"14632","1992:Scent of a Woman",32,0
"14633","1992:Scent of a Woman",33,0.101
"14634","1992:Scent of a Woman",34,0.011
"14635","1992:Scent of a Woman",35,0
"14636","1992:Scent of a Woman",36,0
"14637","1992:Scent of a Woman",37,0.163
"14638","1992:Scent of a Woman",38,0
"14639","1992:Scent of a Woman",39,0
"14640","1992:Scent of a Woman",40,0.108
"14641","1992:Scent of a Woman",41,0
"14642","1992:Scent of a Woman",42,0.063
"14643","1992:Scent of a Woman",43,0
"14644","1992:Scent of a Woman",44,0
"14645","1992:Scent of a Woman",45,0.018
"14646","1992:Scent of a Woman",46,0.011
"14647","1992:Scent of a Woman",47,0
"14648","1992:Scent of a Woman",48,0
"14649","1992:Scent of a Woman",49,0
"14650","1992:Scent of a Woman",50,0
