"","document","topic","gamma"
"1913","1942:The Pied Piper",13,0.017
"1914","1942:The Pied Piper",14,0.017
"1915","1942:The Pied Piper",15,0.017
"1916","1942:The Pied Piper",16,0.017
"1917","1942:The Pied Piper",17,0.017
"1918","1942:The Pied Piper",18,0.017
"1919","1942:The Pied Piper",19,0.017
"1920","1942:The Pied Piper",20,0.017
"1921","1942:The Pied Piper",21,0.183
"1922","1942:The Pied Piper",22,0.017
"1923","1942:The Pied Piper",23,0.017
"1924","1942:The Pied Piper",24,0.017
"1925","1942:The Pied Piper",25,0.017
"1926","1942:The Pied Piper",26,0.017
"1927","1942:The Pied Piper",27,0.017
"1928","1942:The Pied Piper",28,0.017
"1929","1942:The Pied Piper",29,0.017
"1930","1942:The Pied Piper",30,0.017
"1931","1942:The Pied Piper",31,0.017
"1932","1942:The Pied Piper",32,0.017
"1933","1942:The Pied Piper",33,0.017
"1934","1942:The Pied Piper",34,0.017
"1935","1942:The Pied Piper",35,0.017
"1936","1942:The Pied Piper",36,0.017
"1937","1942:The Pied Piper",37,0.017
"1938","1942:The Pied Piper",38,0.017
"1939","1942:The Pied Piper",39,0.017
"1940","1942:The Pied Piper",40,0.017
"1941","1942:The Pied Piper",41,0.017
"1942","1942:The Pied Piper",42,0.017
"1943","1942:The Pied Piper",43,0.017
"1944","1942:The Pied Piper",44,0.017
"1945","1942:The Pied Piper",45,0.017
"1946","1942:The Pied Piper",46,0.017
"1947","1942:The Pied Piper",47,0.017
"1948","1942:The Pied Piper",48,0.017
"1949","1942:The Pied Piper",49,0.017
"1950","1942:The Pied Piper",50,0.017
"1951","1942:The Pride of the Yankees",1,0.004
"1952","1942:The Pride of the Yankees",2,0.004
"1953","1942:The Pride of the Yankees",3,0.004
"1954","1942:The Pride of the Yankees",4,0.004
"1955","1942:The Pride of the Yankees",5,0.004
"1956","1942:The Pride of the Yankees",6,0.004
"1957","1942:The Pride of the Yankees",7,0.004
"1958","1942:The Pride of the Yankees",8,0.004
"1959","1942:The Pride of the Yankees",9,0.004
"1960","1942:The Pride of the Yankees",10,0.004
"1961","1942:The Pride of the Yankees",11,0.048
"1962","1942:The Pride of the Yankees",12,0.004
"1963","1942:The Pride of the Yankees",13,0.004
"1964","1942:The Pride of the Yankees",14,0.004
"1965","1942:The Pride of the Yankees",15,0.004
"1966","1942:The Pride of the Yankees",16,0.004
"1967","1942:The Pride of the Yankees",17,0.135
"1968","1942:The Pride of the Yankees",18,0.004
"1969","1942:The Pride of the Yankees",19,0.048
"1970","1942:The Pride of the Yankees",20,0.004
"1971","1942:The Pride of the Yankees",21,0.004
"1972","1942:The Pride of the Yankees",22,0.004
"1973","1942:The Pride of the Yankees",23,0.004
"1974","1942:The Pride of the Yankees",24,0.004
"1975","1942:The Pride of the Yankees",25,0.004
"1976","1942:The Pride of the Yankees",26,0.004
"1977","1942:The Pride of the Yankees",27,0.004
"1978","1942:The Pride of the Yankees",28,0.135
"1979","1942:The Pride of the Yankees",29,0.004
"1980","1942:The Pride of the Yankees",30,0.004
"1981","1942:The Pride of the Yankees",31,0.004
"1982","1942:The Pride of the Yankees",32,0.004
"1983","1942:The Pride of the Yankees",33,0.004
"1984","1942:The Pride of the Yankees",34,0.004
"1985","1942:The Pride of the Yankees",35,0.004
"1986","1942:The Pride of the Yankees",36,0.004
"1987","1942:The Pride of the Yankees",37,0.004
"1988","1942:The Pride of the Yankees",38,0.004
"1989","1942:The Pride of the Yankees",39,0.004
"1990","1942:The Pride of the Yankees",40,0.004
"1991","1942:The Pride of the Yankees",41,0.004
"1992","1942:The Pride of the Yankees",42,0.048
"1993","1942:The Pride of the Yankees",43,0.004
"1994","1942:The Pride of the Yankees",44,0.004
"1995","1942:The Pride of the Yankees",45,0.004
"1996","1942:The Pride of the Yankees",46,0.004
"1997","1942:The Pride of the Yankees",47,0.004
"1998","1942:The Pride of the Yankees",48,0.091
"1999","1942:The Pride of the Yankees",49,0.309
"2000","1942:The Pride of the Yankees",50,0.004
"2001","1942:The Talk of the Town",1,0.017
"2002","1942:The Talk of the Town",2,0.017
"2003","1942:The Talk of the Town",3,0.017
"2004","1942:The Talk of the Town",4,0.017
"2005","1942:The Talk of the Town",5,0.017
"2006","1942:The Talk of the Town",6,0.017
"2007","1942:The Talk of the Town",7,0.017
"2008","1942:The Talk of the Town",8,0.017
"2009","1942:The Talk of the Town",9,0.017
"2010","1942:The Talk of the Town",10,0.017
"2011","1942:The Talk of the Town",11,0.017
"2012","1942:The Talk of the Town",12,0.017
"2013","1942:The Talk of the Town",13,0.017
"2014","1942:The Talk of the Town",14,0.017
"2015","1942:The Talk of the Town",15,0.017
"2016","1942:The Talk of the Town",16,0.017
"2017","1942:The Talk of the Town",17,0.017
"2018","1942:The Talk of the Town",18,0.017
"2019","1942:The Talk of the Town",19,0.017
"2020","1942:The Talk of the Town",20,0.017
"2021","1942:The Talk of the Town",21,0.183
"2022","1942:The Talk of the Town",22,0.017
"2023","1942:The Talk of the Town",23,0.017
"2024","1942:The Talk of the Town",24,0.017
"2025","1942:The Talk of the Town",25,0.017
"2026","1942:The Talk of the Town",26,0.017
"2027","1942:The Talk of the Town",27,0.017
"2028","1942:The Talk of the Town",28,0.017
"2029","1942:The Talk of the Town",29,0.017
"2030","1942:The Talk of the Town",30,0.017
"2031","1942:The Talk of the Town",31,0.017
"2032","1942:The Talk of the Town",32,0.017
"2033","1942:The Talk of the Town",33,0.017
"2034","1942:The Talk of the Town",34,0.017
"2035","1942:The Talk of the Town",35,0.017
"2036","1942:The Talk of the Town",36,0.017
"2037","1942:The Talk of the Town",37,0.017
"2038","1942:The Talk of the Town",38,0.017
"2039","1942:The Talk of the Town",39,0.017
"2040","1942:The Talk of the Town",40,0.017
"2041","1942:The Talk of the Town",41,0.017
"2042","1942:The Talk of the Town",42,0.017
"2043","1942:The Talk of the Town",43,0.017
"2044","1942:The Talk of the Town",44,0.017
"2045","1942:The Talk of the Town",45,0.017
"2046","1942:The Talk of the Town",46,0.017
"2047","1942:The Talk of the Town",47,0.017
"2048","1942:The Talk of the Town",48,0.017
"2049","1942:The Talk of the Town",49,0.017
"2050","1942:The Talk of the Town",50,0.017
"2051","1942:Wake Island",1,0.001
"2052","1942:Wake Island",2,0.001
"2053","1942:Wake Island",3,0.001
"2054","1942:Wake Island",4,0.001
"2055","1942:Wake Island",5,0.001
"2056","1942:Wake Island",6,0.001
"2057","1942:Wake Island",7,0.001
"2058","1942:Wake Island",8,0.001
"2059","1942:Wake Island",9,0.001
"2060","1942:Wake Island",10,0.006
"2061","1942:Wake Island",11,0.033
"2062","1942:Wake Island",12,0.006
"2063","1942:Wake Island",13,0.001
"2064","1942:Wake Island",14,0.001
"2065","1942:Wake Island",15,0.017
"2066","1942:Wake Island",16,0.001
"2067","1942:Wake Island",17,0.001
"2068","1942:Wake Island",18,0.001
"2069","1942:Wake Island",19,0.001
"2070","1942:Wake Island",20,0.001
"2071","1942:Wake Island",21,0.001
"2072","1942:Wake Island",22,0.001
"2073","1942:Wake Island",23,0.001
"2074","1942:Wake Island",24,0.001
"2075","1942:Wake Island",25,0.001
"2076","1942:Wake Island",26,0.001
"2077","1942:Wake Island",27,0.077
"2078","1942:Wake Island",28,0.001
"2079","1942:Wake Island",29,0.31
"2080","1942:Wake Island",30,0.006
"2081","1942:Wake Island",31,0.077
"2082","1942:Wake Island",32,0.001
"2083","1942:Wake Island",33,0.001
"2084","1942:Wake Island",34,0.001
"2085","1942:Wake Island",35,0.001
"2086","1942:Wake Island",36,0.001
"2087","1942:Wake Island",37,0.001
"2088","1942:Wake Island",38,0.001
"2089","1942:Wake Island",39,0.006
"2090","1942:Wake Island",40,0.001
"2091","1942:Wake Island",41,0.001
"2092","1942:Wake Island",42,0.245
"2093","1942:Wake Island",43,0.001
"2094","1942:Wake Island",44,0.006
"2095","1942:Wake Island",45,0.011
"2096","1942:Wake Island",46,0.001
"2097","1942:Wake Island",47,0.174
"2098","1942:Wake Island",48,0.001
"2099","1942:Wake Island",49,0.006
"2100","1942:Wake Island",50,0.001
"2101","1942:Yankee Doodle Dandy",1,0.017
"2102","1942:Yankee Doodle Dandy",2,0.017
"2103","1942:Yankee Doodle Dandy",3,0.017
"2104","1942:Yankee Doodle Dandy",4,0.017
"2105","1942:Yankee Doodle Dandy",5,0.017
"2106","1942:Yankee Doodle Dandy",6,0.017
"2107","1942:Yankee Doodle Dandy",7,0.017
"2108","1942:Yankee Doodle Dandy",8,0.017
"2109","1942:Yankee Doodle Dandy",9,0.017
"2110","1942:Yankee Doodle Dandy",10,0.017
"2111","1942:Yankee Doodle Dandy",11,0.017
"2112","1942:Yankee Doodle Dandy",12,0.017
"2113","1942:Yankee Doodle Dandy",13,0.017
"2114","1942:Yankee Doodle Dandy",14,0.017
"2115","1942:Yankee Doodle Dandy",15,0.017
"2116","1942:Yankee Doodle Dandy",16,0.017
"2117","1942:Yankee Doodle Dandy",17,0.017
"2118","1942:Yankee Doodle Dandy",18,0.017
"2119","1942:Yankee Doodle Dandy",19,0.017
"2120","1942:Yankee Doodle Dandy",20,0.017
"2121","1942:Yankee Doodle Dandy",21,0.183
"2122","1942:Yankee Doodle Dandy",22,0.017
"2123","1942:Yankee Doodle Dandy",23,0.017
"2124","1942:Yankee Doodle Dandy",24,0.017
"2125","1942:Yankee Doodle Dandy",25,0.017
"2126","1942:Yankee Doodle Dandy",26,0.017
"2127","1942:Yankee Doodle Dandy",27,0.017
"2128","1942:Yankee Doodle Dandy",28,0.017
"2129","1942:Yankee Doodle Dandy",29,0.017
"2130","1942:Yankee Doodle Dandy",30,0.017
"2131","1942:Yankee Doodle Dandy",31,0.017
"2132","1942:Yankee Doodle Dandy",32,0.017
"2133","1942:Yankee Doodle Dandy",33,0.017
"2134","1942:Yankee Doodle Dandy",34,0.017
"2135","1942:Yankee Doodle Dandy",35,0.017
"2136","1942:Yankee Doodle Dandy",36,0.017
"2137","1942:Yankee Doodle Dandy",37,0.017
"2138","1942:Yankee Doodle Dandy",38,0.017
"2139","1942:Yankee Doodle Dandy",39,0.017
"2140","1942:Yankee Doodle Dandy",40,0.017
"2141","1942:Yankee Doodle Dandy",41,0.017
"2142","1942:Yankee Doodle Dandy",42,0.017
"2143","1942:Yankee Doodle Dandy",43,0.017
"2144","1942:Yankee Doodle Dandy",44,0.017
"2145","1942:Yankee Doodle Dandy",45,0.017
"2146","1942:Yankee Doodle Dandy",46,0.017
"2147","1942:Yankee Doodle Dandy",47,0.017
"2148","1942:Yankee Doodle Dandy",48,0.017
"2149","1942:Yankee Doodle Dandy",49,0.017
"2150","1942:Yankee Doodle Dandy",50,0.017
"2151","1943:For Whom the Bell Tolls",1,0.017
"2152","1943:For Whom the Bell Tolls",2,0.017
"2153","1943:For Whom the Bell Tolls",3,0.017
"2154","1943:For Whom the Bell Tolls",4,0.017
"2155","1943:For Whom the Bell Tolls",5,0.017
"2156","1943:For Whom the Bell Tolls",6,0.017
"2157","1943:For Whom the Bell Tolls",7,0.017
"2158","1943:For Whom the Bell Tolls",8,0.017
"2159","1943:For Whom the Bell Tolls",9,0.017
"2160","1943:For Whom the Bell Tolls",10,0.017
"2161","1943:For Whom the Bell Tolls",11,0.017
"2162","1943:For Whom the Bell Tolls",12,0.017
"2163","1943:For Whom the Bell Tolls",13,0.017
"2164","1943:For Whom the Bell Tolls",14,0.017
"2165","1943:For Whom the Bell Tolls",15,0.017
"2166","1943:For Whom the Bell Tolls",16,0.017
"2167","1943:For Whom the Bell Tolls",17,0.017
"2168","1943:For Whom the Bell Tolls",18,0.017
"2169","1943:For Whom the Bell Tolls",19,0.017
"2170","1943:For Whom the Bell Tolls",20,0.017
"2171","1943:For Whom the Bell Tolls",21,0.183
"2172","1943:For Whom the Bell Tolls",22,0.017
"2173","1943:For Whom the Bell Tolls",23,0.017
"2174","1943:For Whom the Bell Tolls",24,0.017
"2175","1943:For Whom the Bell Tolls",25,0.017
"2176","1943:For Whom the Bell Tolls",26,0.017
"2177","1943:For Whom the Bell Tolls",27,0.017
"2178","1943:For Whom the Bell Tolls",28,0.017
"2179","1943:For Whom the Bell Tolls",29,0.017
"2180","1943:For Whom the Bell Tolls",30,0.017
"2181","1943:For Whom the Bell Tolls",31,0.017
"2182","1943:For Whom the Bell Tolls",32,0.017
"2183","1943:For Whom the Bell Tolls",33,0.017
"2184","1943:For Whom the Bell Tolls",34,0.017
"2185","1943:For Whom the Bell Tolls",35,0.017
"2186","1943:For Whom the Bell Tolls",36,0.017
"2187","1943:For Whom the Bell Tolls",37,0.017
"2188","1943:For Whom the Bell Tolls",38,0.017
"2189","1943:For Whom the Bell Tolls",39,0.017
"2190","1943:For Whom the Bell Tolls",40,0.017
"2191","1943:For Whom the Bell Tolls",41,0.017
"2192","1943:For Whom the Bell Tolls",42,0.017
"2193","1943:For Whom the Bell Tolls",43,0.017
"2194","1943:For Whom the Bell Tolls",44,0.017
"2195","1943:For Whom the Bell Tolls",45,0.017
"2196","1943:For Whom the Bell Tolls",46,0.017
"2197","1943:For Whom the Bell Tolls",47,0.017
"2198","1943:For Whom the Bell Tolls",48,0.017
"2199","1943:For Whom the Bell Tolls",49,0.017
"2200","1943:For Whom the Bell Tolls",50,0.017
"2201","1943:Heaven Can Wait",1,0.017
"2202","1943:Heaven Can Wait",2,0.017
"2203","1943:Heaven Can Wait",3,0.017
"2204","1943:Heaven Can Wait",4,0.017
"2205","1943:Heaven Can Wait",5,0.017
"2206","1943:Heaven Can Wait",6,0.017
"2207","1943:Heaven Can Wait",7,0.017
"2208","1943:Heaven Can Wait",8,0.183
"2209","1943:Heaven Can Wait",9,0.017
"2210","1943:Heaven Can Wait",10,0.017
"2211","1943:Heaven Can Wait",11,0.017
"2212","1943:Heaven Can Wait",12,0.017
"2213","1943:Heaven Can Wait",13,0.017
"2214","1943:Heaven Can Wait",14,0.017
"2215","1943:Heaven Can Wait",15,0.017
"2216","1943:Heaven Can Wait",16,0.017
"2217","1943:Heaven Can Wait",17,0.017
"2218","1943:Heaven Can Wait",18,0.017
"2219","1943:Heaven Can Wait",19,0.017
"2220","1943:Heaven Can Wait",20,0.017
"2221","1943:Heaven Can Wait",21,0.017
"2222","1943:Heaven Can Wait",22,0.017
"2223","1943:Heaven Can Wait",23,0.017
"2224","1943:Heaven Can Wait",24,0.017
"2225","1943:Heaven Can Wait",25,0.017
"2226","1943:Heaven Can Wait",26,0.017
"2227","1943:Heaven Can Wait",27,0.017
"2228","1943:Heaven Can Wait",28,0.017
"2229","1943:Heaven Can Wait",29,0.017
"2230","1943:Heaven Can Wait",30,0.017
"2231","1943:Heaven Can Wait",31,0.017
"2232","1943:Heaven Can Wait",32,0.017
"2233","1943:Heaven Can Wait",33,0.017
"2234","1943:Heaven Can Wait",34,0.017
"2235","1943:Heaven Can Wait",35,0.017
"2236","1943:Heaven Can Wait",36,0.017
"2237","1943:Heaven Can Wait",37,0.017
"2238","1943:Heaven Can Wait",38,0.017
"2239","1943:Heaven Can Wait",39,0.017
"2240","1943:Heaven Can Wait",40,0.017
"2241","1943:Heaven Can Wait",41,0.017
"2242","1943:Heaven Can Wait",42,0.017
"2243","1943:Heaven Can Wait",43,0.017
"2244","1943:Heaven Can Wait",44,0.017
"2245","1943:Heaven Can Wait",45,0.017
"2246","1943:Heaven Can Wait",46,0.017
"2247","1943:Heaven Can Wait",47,0.017
"2248","1943:Heaven Can Wait",48,0.017
"2249","1943:Heaven Can Wait",49,0.017
"2250","1943:Heaven Can Wait",50,0.017
"2251","1943:Madame Curie",1,0.017
"2252","1943:Madame Curie",2,0.017
"2253","1943:Madame Curie",3,0.017
"2254","1943:Madame Curie",4,0.017
"2255","1943:Madame Curie",5,0.017
"2256","1943:Madame Curie",6,0.017
"2257","1943:Madame Curie",7,0.017
"2258","1943:Madame Curie",8,0.017
"2259","1943:Madame Curie",9,0.017
"2260","1943:Madame Curie",10,0.017
"2261","1943:Madame Curie",11,0.017
"2262","1943:Madame Curie",12,0.017
"2263","1943:Madame Curie",13,0.017
"2264","1943:Madame Curie",14,0.017
"2265","1943:Madame Curie",15,0.017
"2266","1943:Madame Curie",16,0.017
"2267","1943:Madame Curie",17,0.017
"2268","1943:Madame Curie",18,0.017
"2269","1943:Madame Curie",19,0.017
"2270","1943:Madame Curie",20,0.017
"2271","1943:Madame Curie",21,0.183
"2272","1943:Madame Curie",22,0.017
"2273","1943:Madame Curie",23,0.017
"2274","1943:Madame Curie",24,0.017
"2275","1943:Madame Curie",25,0.017
"2276","1943:Madame Curie",26,0.017
"2277","1943:Madame Curie",27,0.017
"2278","1943:Madame Curie",28,0.017
"2279","1943:Madame Curie",29,0.017
"2280","1943:Madame Curie",30,0.017
"2281","1943:Madame Curie",31,0.017
"2282","1943:Madame Curie",32,0.017
"2283","1943:Madame Curie",33,0.017
"2284","1943:Madame Curie",34,0.017
"2285","1943:Madame Curie",35,0.017
"2286","1943:Madame Curie",36,0.017
"2287","1943:Madame Curie",37,0.017
"2288","1943:Madame Curie",38,0.017
"2289","1943:Madame Curie",39,0.017
"2290","1943:Madame Curie",40,0.017
"2291","1943:Madame Curie",41,0.017
"2292","1943:Madame Curie",42,0.017
"2293","1943:Madame Curie",43,0.017
"2294","1943:Madame Curie",44,0.017
"2295","1943:Madame Curie",45,0.017
"2296","1943:Madame Curie",46,0.017
"2297","1943:Madame Curie",47,0.017
"2298","1943:Madame Curie",48,0.017
"2299","1943:Madame Curie",49,0.017
"2300","1943:Madame Curie",50,0.017
"2301","1943:The Human Comedy",1,0.017
"2302","1943:The Human Comedy",2,0.017
"2303","1943:The Human Comedy",3,0.017
"2304","1943:The Human Comedy",4,0.017
"2305","1943:The Human Comedy",5,0.017
"2306","1943:The Human Comedy",6,0.017
"2307","1943:The Human Comedy",7,0.017
"2308","1943:The Human Comedy",8,0.017
"2309","1943:The Human Comedy",9,0.017
"2310","1943:The Human Comedy",10,0.017
"2311","1943:The Human Comedy",11,0.017
"2312","1943:The Human Comedy",12,0.017
"2313","1943:The Human Comedy",13,0.017
"2314","1943:The Human Comedy",14,0.017
"2315","1943:The Human Comedy",15,0.017
"2316","1943:The Human Comedy",16,0.017
"2317","1943:The Human Comedy",17,0.017
"2318","1943:The Human Comedy",18,0.017
"2319","1943:The Human Comedy",19,0.017
"2320","1943:The Human Comedy",20,0.017
"2321","1943:The Human Comedy",21,0.183
"2322","1943:The Human Comedy",22,0.017
"2323","1943:The Human Comedy",23,0.017
"2324","1943:The Human Comedy",24,0.017
"2325","1943:The Human Comedy",25,0.017
"2326","1943:The Human Comedy",26,0.017
"2327","1943:The Human Comedy",27,0.017
"2328","1943:The Human Comedy",28,0.017
"2329","1943:The Human Comedy",29,0.017
"2330","1943:The Human Comedy",30,0.017
"2331","1943:The Human Comedy",31,0.017
"2332","1943:The Human Comedy",32,0.017
"2333","1943:The Human Comedy",33,0.017
"2334","1943:The Human Comedy",34,0.017
"2335","1943:The Human Comedy",35,0.017
"2336","1943:The Human Comedy",36,0.017
"2337","1943:The Human Comedy",37,0.017
"2338","1943:The Human Comedy",38,0.017
"2339","1943:The Human Comedy",39,0.017
"2340","1943:The Human Comedy",40,0.017
"2341","1943:The Human Comedy",41,0.017
"2342","1943:The Human Comedy",42,0.017
"2343","1943:The Human Comedy",43,0.017
"2344","1943:The Human Comedy",44,0.017
"2345","1943:The Human Comedy",45,0.017
"2346","1943:The Human Comedy",46,0.017
"2347","1943:The Human Comedy",47,0.017
"2348","1943:The Human Comedy",48,0.017
"2349","1943:The Human Comedy",49,0.017
"2350","1943:The Human Comedy",50,0.017
"2351","1943:The More the Merrier",1,0.017
"2352","1943:The More the Merrier",2,0.017
"2353","1943:The More the Merrier",3,0.017
"2354","1943:The More the Merrier",4,0.017
"2355","1943:The More the Merrier",5,0.017
"2356","1943:The More the Merrier",6,0.017
"2357","1943:The More the Merrier",7,0.017
"2358","1943:The More the Merrier",8,0.017
"2359","1943:The More the Merrier",9,0.017
"2360","1943:The More the Merrier",10,0.017
"2361","1943:The More the Merrier",11,0.017
"2362","1943:The More the Merrier",12,0.017
"2363","1943:The More the Merrier",13,0.017
"2364","1943:The More the Merrier",14,0.017
"2365","1943:The More the Merrier",15,0.017
"2366","1943:The More the Merrier",16,0.017
"2367","1943:The More the Merrier",17,0.017
"2368","1943:The More the Merrier",18,0.017
"2369","1943:The More the Merrier",19,0.017
"2370","1943:The More the Merrier",20,0.017
"2371","1943:The More the Merrier",21,0.183
"2372","1943:The More the Merrier",22,0.017
"2373","1943:The More the Merrier",23,0.017
"2374","1943:The More the Merrier",24,0.017
"2375","1943:The More the Merrier",25,0.017
"2376","1943:The More the Merrier",26,0.017
"2377","1943:The More the Merrier",27,0.017
"2378","1943:The More the Merrier",28,0.017
"2379","1943:The More the Merrier",29,0.017
"2380","1943:The More the Merrier",30,0.017
"2381","1943:The More the Merrier",31,0.017
"2382","1943:The More the Merrier",32,0.017
"2383","1943:The More the Merrier",33,0.017
"2384","1943:The More the Merrier",34,0.017
"2385","1943:The More the Merrier",35,0.017
"2386","1943:The More the Merrier",36,0.017
"2387","1943:The More the Merrier",37,0.017
"2388","1943:The More the Merrier",38,0.017
