"","document","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","...52"
"139","1961:The Hustler",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"140","1961:West Side Story",0,0.06,0.087,0,0.003,0.186,0.188,0,0,0.055,0.003,0,0.036,0.017,0.014,0,0.008,0,0,0,0,0,0,0,0.003,0,0.036,0,0.008,0,0,0,0.243,0,0,0,0,0,0,0,0.006,0.003,0,0,0,0,0,0.011,0,0.025,20
"141","1962:How the West Was Won",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,2
"142","1962:Lawrence of Arabia",0,0,0,0,0,0,0,0,0,0.137,0.064,0,0,0,0,0,0,0.025,0,0.03,0,0,0.064,0,0,0,0,0.005,0.381,0,0.074,0,0,0,0.005,0,0.005,0,0.02,0,0,0.035,0,0,0.02,0.069,0,0,0,0.049,5
"143","1962:Mutiny on the Bounty",0.016,0.024,0.001,0.008,0.001,0.001,0.001,0.001,0.024,0.055,0.024,0.001,0.001,0.001,0.008,0.001,0.001,0.001,0.001,0.293,0.001,0.032,0.001,0.001,0.001,0.001,0.001,0.001,0.116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.062,0.001,0.001,0.001,0.001,0.001,0.101,0.208,0.001,0.001,0.001,3
"144","1962:The Longest Day",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"145","1962:The Music Man",0,0,0.001,0,0,0.001,0,0,0,0,0.008,0.071,0,0.248,0,0.034,0,0,0.295,0,0,0.169,0.001,0.017,0.003,0,0,0.022,0,0,0,0.001,0.007,0,0,0.004,0.062,0,0.001,0.001,0.024,0,0,0,0.012,0,0,0,0.012,0,14
"146","1962:To Kill a Mockingbird",0.027,0.17,0,0,0.011,0.002,0.006,0,0,0,0.108,0.011,0,0,0.246,0,0.004,0,0,0,0,0.027,0.02,0,0.004,0,0.135,0,0,0,0.002,0,0.006,0.126,0.015,0.063,0,0,0,0,0.011,0,0,0,0,0,0,0.004,0,0,12
"147","1963:America, America",0.001,0.001,0.001,0.001,0.001,0.439,0.001,0.001,0.001,0.113,0.001,0.091,0.001,0.001,0.001,0.001,0.057,0.001,0.001,0.001,0.001,0.001,0.001,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.012,0.012,0.001,0.001,0.001,0.001,0.001,0.046,0.001,0.012,0.147,0.001,0.001,0.012,17
"148","1963:Cleopatra",0,0.025,0,0,0,0.054,0.029,0,0,0.301,0.004,0.004,0,0.004,0,0,0,0,0,0,0,0,0.004,0.004,0.008,0,0,0,0.19,0,0,0.004,0,0,0,0,0,0,0.004,0,0,0,0,0,0.111,0.051,0.011,0,0,0.18,8
"149","1963:Lilies of the Field",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.012,0.001,0.001,0.001,0.012,0.001,0.001,0.001,0.001,0.012,0.012,0.001,0.146,0.001,0.046,0.001,0.001,0.001,0.001,0.001,0.001,0.079,0.068,0.001,0.134,0.001,0.001,0.023,0.001,0.001,0.057,0.001,0.001,0.001,0.001,0.001,0.023,0.034,0.001,0.079,0.223,1
"150","1963:Tom Jones",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"151","1964:Becket",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"152","1964:Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",0,0,0,0,0.009,0,0.003,0,0.009,0,0,0,0,0.023,0,0,0,0,0,0.122,0,0.003,0,0,0.093,0,0.044,0,0.13,0,0.064,0,0,0,0,0,0,0,0,0.237,0.003,0.096,0,0.003,0.136,0.015,0,0,0,0,16
"153","1964:Mary Poppins",0.005,0.005,0.005,0.005,0.005,0.005,0.052,0.005,0.005,0.005,0.005,0.005,0.005,0.1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.052,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.29,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.195,0.1,9
"154","1964:My Fair Lady",0.001,0.009,0.025,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.017,0.001,0.017,0.025,0.096,0.001,0.009,0.12,0.001,0.001,0.136,0.001,0.001,0.001,0.017,0.001,0.001,0.001,0.001,0.009,0.175,0.12,0.04,0.001,0.001,0.144,0.001,0.001,0.001,0.009,0.001,0.001,0.001,0.009,0.001,0.001,0.001,0.001,0.001,13
"155","1964:Zorba the Greek",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"156","1965:A Thousand Clowns",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"157","1965:Darling",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"158","1965:Doctor Zhivago",0,0,0,0,0,0.117,0,0,0.003,0.051,0,0.16,0,0,0,0,0,0,0.17,0,0,0,0.043,0,0,0.011,0,0,0.12,0,0,0.024,0.003,0.184,0,0.008,0,0,0,0.019,0.003,0.008,0,0,0.03,0.038,0,0,0,0,9
"159","1965:Ship of Fools",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"160","1965:The Sound of Music",0.001,0.001,0.001,0.001,0.001,0.318,0.011,0.001,0.001,0.031,0.011,0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.011,0.021,0.001,0.001,0.001,0.001,0.001,0.06,0.001,0.001,0.001,0.001,0.001,0.159,0.001,0.001,0.031,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.278,0.001,0.001,0.001,17
"161","1966:A Man for All Seasons",0.078,0.002,0.002,0.002,0.002,0.14,0.002,0.002,0.002,0.002,0.248,0.002,0.002,0.002,0.002,0.002,0.002,0.171,0.002,0.017,0.032,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.171,0.002,0.048,0.002,0.002,0.002,0.002,0.002,0.002,0.017,0.017,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,7
"162","1966:Alfie",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"163","1966:The Russians Are Coming the Russians Are Coming",0.001,0.001,0.061,0.001,0.001,0.019,0.001,0.001,0.073,0.236,0.001,0.025,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.013,0.007,0.001,0.001,0.133,0.001,0.013,0.001,0.001,0.001,0.007,0.127,0.019,0.001,0.019,0.001,0.019,0.019,0.001,0.007,0.001,0.001,0.007,0.001,0.175,0.001,0.007,0.001,8
"164","1966:The Sand Pebbles",0,0,0,0,0,0.023,0,0,0.015,0.197,0.008,0.004,0,0,0,0,0,0,0.03,0,0,0,0.011,0,0,0,0.049,0,0.108,0,0,0.004,0,0,0,0.026,0.049,0,0,0,0,0,0,0.034,0.123,0.037,0.271,0,0,0,3
"165","1966:Who's Afraid of Virginia Woolf?",0,0,0,0,0,0.223,0,0,0,0,0.016,0.021,0.039,0,0,0,0.239,0,0,0,0,0,0.036,0,0,0,0,0,0,0.011,0.003,0.085,0,0.098,0,0,0.059,0.005,0,0,0.005,0,0,0.077,0.013,0.018,0,0,0,0.044,17
"166","1967:Bonnie and Clyde",0.001,0.001,0.231,0.001,0.001,0.001,0.001,0.001,0.001,0.151,0.001,0.266,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.139,0.07,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.013,0.059,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.024,0.001,0.001,0.001,0.001,0.001,22
"167","1967:Doctor Dolittle",0.002,0.087,0.007,0,0,0,0.066,0,0.019,0,0.065,0,0,0.099,0,0,0,0,0.078,0,0,0.137,0,0,0.027,0.122,0,0.002,0,0.002,0.006,0.002,0,0.103,0,0.002,0,0,0,0,0,0.012,0,0.003,0,0.03,0.078,0.05,0,0,1
"168","1967:Guess Who's Coming to Dinner",0.001,0.126,0.03,0.001,0.001,0.116,0.001,0.001,0.001,0.001,0.001,0.193,0.011,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.02,0.001,0.001,0.001,0.039,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.001,0.02,0.039,0.03,0.001,0.078,0.001,0.001,0.02,0.001,0.088,0.059,0.011,0.001,0.078,0.001,2
"169","1967:In the Heat of the Night",0.001,0.001,0.26,0.001,0.001,0.028,0.001,0.001,0.001,0.001,0.011,0.001,0.033,0.001,0.001,0.011,0.001,0.001,0.184,0.001,0.001,0.006,0.001,0.125,0.001,0.001,0.001,0.001,0.001,0.211,0.001,0.001,0.028,0.001,0.001,0.038,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.038,0.001,0.001,0.001,0.001,0.006,0.001,22
"170","1967:The Graduate",0,0.048,0.023,0,0,0.25,0,0.003,0,0.033,0.008,0,0,0,0.088,0,0,0,0,0,0.015,0,0.165,0.018,0.073,0,0.005,0,0,0,0,0,0,0.1,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.033,0,17
"171","1968:Funny Girl",0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,20
"172","1968:Oliver!",0.001,0.001,0.001,0.001,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.105,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.231,0.07,0.001,0.013,0.001,0.001,0.001,0.116,0.001,0.001,0.243,0.001,0.001,0.001,0.013,0.001,0.001,0.001,0.001,0.139,0.001,0.001,0.013,0.001,6
"173","1968:Rachel, Rachel",0.001,0.001,0.001,0.001,0.001,0.275,0.125,0.033,0.001,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.014,0.007,0.001,0.001,0.001,0.001,0.02,0.001,0.001,0.295,0.001,0.001,0.144,0.001,0.001,0.001,0.001,0.033,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.014,9
"174","1968:Romeo and Juliet",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"175","1968:The Lion in Winter",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"176","1969:Anne of the Thousand Days",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"177","1969:Butch Cassidy and the Sundance Kid",0,0,0,0,0,0,0,0,0,0.208,0,0,0,0,0,0,0,0.012,0.196,0,0,0.004,0,0.064,0,0,0.168,0.028,0,0,0,0.04,0.04,0,0,0,0,0.012,0.02,0,0,0,0.016,0,0.136,0,0,0.032,0.004,0,6
"178","1969:Hello, Dolly!",0.001,0.001,0.001,0.001,0.017,0.394,0.001,0.001,0.001,0.023,0.001,0.158,0.001,0.023,0.023,0.124,0.001,0.001,0.001,0.001,0.001,0.012,0.001,0.006,0.001,0.001,0.001,0.001,0.017,0.001,0.017,0.001,0.001,0.012,0.001,0.001,0.001,0.001,0.006,0.017,0.001,0.001,0.001,0.001,0.113,0.017,0.001,0.001,0.001,0.001,17
"179","1969:Midnight Cowboy",0.001,0.031,0.001,0.001,0.001,0.183,0.001,0.001,0.001,0.001,0.011,0.001,0.001,0.001,0.001,0.061,0.001,0.001,0.001,0.001,0.001,0.102,0.097,0.087,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.087,0.001,0.001,0.006,0.001,0.001,0.239,0.016,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.056,0.006,17
"180","1969:Z",0.001,0.001,0.001,0.001,0.001,0.054,0.001,0.001,0.001,0.001,0.028,0.001,0.001,0.001,0.001,0.001,0.014,0.014,0.041,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.146,0.028,0.001,0.041,0.014,0.001,0.001,0.014,0.001,0.001,0.001,0.028,0.001,0.001,0.001,0.225,0.304,0.001,0.001,0.001,0.001,0.001,16
"181","1970:Airport",0,0,0,0,0,0.151,0,0,0,0,0.011,0.003,0,0,0.029,0,0.013,0,0.008,0,0,0,0.008,0,0.008,0,0.005,0,0,0,0.076,0.013,0.016,0,0,0,0,0.008,0,0.206,0.005,0.357,0,0.032,0,0,0.042,0,0,0,15
"182","1970:Five Easy Pieces",0.001,0.02,0.001,0.001,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.148,0.001,0.007,0.046,0.001,0.001,0.001,0.001,0.001,0.001,0.206,0.193,0.001,0.001,0.001,0.001,0.001,0.026,0.001,0.001,0.007,0.001,0.033,0.052,0.026,0.013,0.001,0.001,0.013,0.001,0.02,0.071,0.013,0.001,0.001,0.001,0.001,0.001,0.071,1
"183","1970:Love Story",0.001,0.162,0.001,0.001,0.001,0.111,0.015,0.001,0.023,0.015,0.001,0.001,0.001,0.001,0.001,0.074,0.001,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0.001,0.001,0.28,0.001,0.001,0.001,0.001,0.236,0.001,0.001,0.001,0.03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.001,13
"184","1970:M.A.S.H.",0,0,0,0.002,0,0.003,0.045,0,0,0.001,0.001,0,0.003,0.032,0.183,0,0,0.017,0.001,0,0,0.054,0,0,0,0.416,0,0.001,0.118,0,0,0,0.046,0,0.012,0.013,0,0,0,0.023,0.008,0,0,0,0,0,0.006,0,0,0.014,12
"185","1970:Patton",0,0.038,0,0.004,0,0,0,0,0,0.034,0,0,0,0,0.152,0.008,0.05,0,0.034,0.19,0,0,0,0,0.004,0,0,0,0.296,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0.042,0.042,0,0.019,0.031,0.031,5
"186","1971:A Clockwork Orange",0,0,0.109,0.006,0,0,0.018,0,0,0.012,0,0,0,0.038,0.121,0.002,0,0.052,0.02,0.022,0,0.124,0.032,0,0,0,0,0,0.009,0,0,0.215,0.07,0,0,0.004,0.058,0.036,0.004,0,0,0,0,0,0.032,0.006,0.002,0,0.004,0,13
"187","1971:Fiddler on the Roof",0,0,0.047,0.008,0,0.379,0.013,0,0,0,0,0.175,0,0,0,0.037,0,0,0.128,0,0,0,0,0,0,0,0.005,0.008,0.005,0,0,0,0,0.076,0.005,0,0,0,0.008,0,0.005,0,0.013,0,0,0,0,0,0,0.081,17
"188","1971:Nicholas and Alexandra",0.006,0.061,0.061,0.117,0.061,0.006,0.006,0.006,0.061,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.061,0.006,0.061,0.061,0.006,0.006,0.061,0.006,0.006,0.006,0.006,0.006,0.172,0.006,2
"189","1971:The French Connection",0.004,0,0.168,0,0,0,0,0,0,0.084,0,0,0.038,0,0.002,0.008,0,0.034,0.084,0.004,0.008,0.177,0.092,0.084,0,0,0.052,0.016,0.006,0,0,0.024,0.004,0.008,0.012,0,0.002,0,0,0.038,0,0,0,0,0,0,0,0,0.044,0,22
"190","1971:The Last Picture Show",0,0,0,0,0,0.361,0,0,0.021,0,0,0,0.028,0,0.091,0,0,0,0.067,0,0,0.026,0.04,0,0.016,0.035,0.012,0,0,0.077,0.005,0,0,0.111,0,0,0.035,0,0,0.003,0,0,0,0.007,0.003,0.003,0,0,0.053,0,17
"191","1971:Utvandrarna",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"192","1972:Cabaret",0,0,0,0.009,0,0.374,0.005,0,0.005,0,0,0,0,0.076,0,0,0,0.005,0,0.072,0,0.101,0.026,0,0,0.026,0.009,0,0,0,0,0.021,0,0.042,0,0.009,0.03,0.005,0,0,0,0,0.055,0,0.005,0.055,0,0,0.059,0,17
"193","1972:Cries and Whispers",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"194","1972:Deliverance",0,0,0,0,0,0.005,0,0,0.053,0.132,0.007,0,0,0,0.053,0,0,0,0.135,0,0,0.003,0.068,0,0.012,0,0.197,0,0.007,0,0,0.099,0,0,0,0,0.003,0,0.007,0,0.005,0,0.003,0.202,0,0,0,0,0,0,6
"195","1972:Sounder",0.033,0,0.017,0,0.261,0,0,0,0,0,0,0.026,0.021,0,0.08,0,0,0.05,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0.028,0.177,0,0.033,0.087,0.003,0.01,0,0,0,0,0,0,0,0,0,0,0.108,9
"196","1972:The Godfather",0,0.119,0.051,0.319,0,0.103,0.005,0,0.003,0.001,0.027,0.079,0,0,0,0,0,0,0,0,0.001,0,0.044,0,0,0,0.043,0.016,0.063,0,0.003,0,0,0,0.001,0,0,0,0,0.105,0.001,0,0,0,0,0,0,0.006,0.006,0,11
"197","1973:A Touch of Class",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"198","1973:American Graffiti",0,0.001,0.019,0,0.006,0.002,0.453,0.002,0,0.001,0,0,0,0,0.075,0.001,0.001,0,0,0,0,0.136,0.168,0,0.002,0,0.023,0,0,0,0,0,0,0,0,0.03,0.026,0,0.001,0.008,0.003,0.002,0,0,0,0,0,0.032,0,0.001,20
"199","1973:The Exorcist",0,0.139,0.069,0,0,0.002,0.029,0,0.025,0.007,0,0,0,0,0.155,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.415,0,0,0.009,0.007,0,0,0,0,0,0,0,0.025,0,0.002,0,0.005,0,0,13
"200","1973:The Sting",0,0,0.004,0.013,0,0.004,0,0,0,0.013,0,0.004,0.041,0,0.061,0.025,0,0.021,0.004,0.004,0.013,0.118,0,0.179,0,0,0.11,0.037,0,0.009,0,0,0.053,0,0,0,0,0,0.021,0.081,0.004,0,0.045,0.013,0,0.004,0,0.11,0,0,18
"201","1974:Chinatown",0.066,0.041,0.346,0,0,0.091,0.05,0.032,0.137,0.047,0,0.023,0,0,0,0,0,0,0,0,0.006,0,0.006,0.006,0.002,0,0,0,0,0,0,0,0,0.014,0,0,0.002,0.002,0,0,0.016,0,0,0.034,0.002,0,0,0,0,0.071,22
"202","1974:Lenny",0.044,0,0.068,0,0,0.054,0,0,0,0,0.304,0,0,0.02,0,0.093,0,0.012,0,0,0,0,0.003,0.039,0,0,0,0,0.01,0,0,0.093,0,0,0,0,0.027,0,0.003,0,0.012,0,0,0,0,0,0.003,0,0.19,0.017,7
"203","1974:The Conversation",0.092,0.019,0,0,0,0.023,0,0.005,0,0,0,0,0,0,0.096,0.014,0,0,0,0.005,0.329,0,0.032,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0.01,0.046,0.142,0.028,0,0,0,0.014,0,21
"204","1974:The Godfather: Part II",0,0.18,0,0.315,0,0,0.006,0,0,0.038,0.006,0.098,0.003,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.081,0,0.012,0.002,0,0.025,0.066,0.012,0,0.027,0,0,0,0.078,0,0,0,0,0,0.002,0.012,0.002,0.025,0,11
"205","1974:The Towering Inferno",0,0,0,0,0,0,0.008,0.543,0.019,0.176,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0.003,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.017,0.033,0,0.039,0.088,0,0.05,0,0,0,0,0,8
"206","1975:Barry Lyndon",0,0.002,0.002,0.004,0.002,0.119,0.007,0.007,0,0.101,0.012,0.012,0.009,0,0,0,0.009,0.005,0,0.019,0,0,0,0.051,0.002,0,0.033,0,0.121,0.014,0,0,0.002,0.054,0.002,0.004,0,0,0,0.007,0,0,0,0.03,0,0.18,0,0.051,0.002,0.133,2
"207","1975:Dog Day Afternoon",0,0,0.105,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0.008,0.004,0.008,0,0,0,0,0.19,0,0.031,0.081,0,0,0,0.024,0,0,0,0.012,0,0.004,0,0,0.309,0.054,0,0,0,0,0,0,0,0.012,0,22
"208","1975:Jaws",0,0.084,0.012,0.021,0,0,0,0,0.395,0.122,0,0,0.007,0.002,0.075,0.005,0,0,0.05,0,0,0,0,0.003,0.057,0,0,0,0,0.018,0,0.059,0,0,0.002,0,0.003,0,0,0,0,0.081,0,0,0,0,0,0,0.002,0,2
"209","1975:Nashville",0,0.098,0,0.002,0,0.048,0.01,0.019,0,0.002,0,0.016,0,0.336,0,0,0,0,0,0,0,0.029,0.137,0,0,0,0.022,0.04,0,0,0,0.012,0,0.029,0.086,0.046,0.002,0.005,0,0,0,0,0,0,0,0.022,0,0,0.033,0,14
"210","1975:One Flew Over the Cuckoo's Nest",0.006,0.017,0,0,0,0,0,0,0,0.228,0.003,0,0,0,0.105,0,0,0.037,0,0.003,0,0,0,0,0.003,0.355,0,0,0.009,0,0,0.108,0,0,0,0,0.006,0.003,0,0,0,0,0.009,0.094,0,0,0.003,0,0,0,8
"211","1976:All the President's Men",0.506,0,0.026,0,0,0,0.007,0,0,0,0.041,0.003,0,0,0.048,0,0,0.024,0,0,0,0,0,0.06,0,0,0,0,0,0.007,0,0,0.003,0.005,0,0.065,0,0,0.005,0.146,0,0,0,0.007,0.029,0,0,0.01,0,0,10
"212","1976:Bound for Glory",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,2
