"","document","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","...52"
"291","1992:A Few Good Men",0.058,0.025,0.033,0,0.005,0,0,0,0.006,0,0.334,0,0,0,0,0.019,0,0.077,0.002,0.011,0,0,0,0,0.002,0.003,0,0.009,0.135,0.005,0,0.049,0,0,0,0,0.005,0,0,0.117,0,0.048,0.016,0.024,0,0,0,0,0.014,0,7
"292","1992:Howards End",0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,20
"293","1992:Scent of a Woman",0,0.004,0.049,0,0,0.104,0,0,0,0,0,0.028,0.004,0,0,0,0.111,0.011,0,0,0,0.045,0.059,0,0,0.004,0.052,0,0.045,0,0,0,0.101,0.011,0,0,0.163,0,0,0.108,0,0.063,0,0,0.018,0.011,0,0,0,0,2
"294","1992:The Crying Game",0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0.005,0,0,0,0.368,0,0,0,0.005,0.228,0,0.076,0,0,0,0.013,0,0,0,0,0,0,0.005,0.017,0,0,0.043,0,0.089,0,0,0,0,1
"295","1992:Unforgiven",0,0,0.003,0,0,0,0,0,0,0.049,0.005,0.003,0,0,0.074,0,0.015,0,0.152,0,0,0.008,0.005,0,0.003,0.01,0.313,0.215,0,0,0,0,0,0,0.003,0,0,0,0,0,0.015,0,0,0,0,0,0.003,0.088,0.008,0.022,6
"296","1993:In the Name of the Father",0.027,0.115,0.163,0,0,0,0,0.002,0.013,0,0.132,0.042,0,0,0.029,0,0,0.069,0,0,0,0.024,0,0.027,0,0,0,0,0.042,0,0.075,0.016,0,0,0,0,0.002,0.005,0.08,0,0.002,0,0,0,0.009,0.119,0,0,0,0,2
"297","1993:Schindler's List",0.069,0,0.009,0.003,0,0.003,0,0,0,0.222,0,0,0.003,0,0,0,0,0.13,0.064,0.098,0,0.003,0,0,0.044,0,0,0,0,0.012,0,0,0,0,0.015,0.009,0,0,0,0,0,0,0,0,0.006,0.018,0.032,0,0.049,0.202,8
"298","1993:The Fugitive",0.024,0.008,0.315,0,0,0,0,0,0.004,0.14,0.024,0.001,0.007,0,0.06,0,0,0.013,0.038,0,0,0.06,0.082,0.014,0,0.094,0.048,0,0,0.024,0,0,0.005,0.002,0,0,0,0,0.007,0,0,0,0.012,0,0,0,0,0.001,0.012,0.003,22
"299","1993:The Piano",0,0,0,0,0,0.203,0,0.005,0.156,0,0.015,0.175,0.01,0,0.038,0.005,0,0,0,0,0,0.019,0,0.005,0,0,0,0,0,0.104,0,0.062,0,0,0,0.015,0.005,0,0,0,0.019,0,0,0,0,0,0.109,0,0.038,0,17
"300","1993:The Remains of the Day",0.001,0.001,0.001,0.001,0.001,0.132,0.001,0.001,0.001,0.036,0.126,0.001,0.001,0.001,0.024,0.007,0.001,0.001,0.001,0.09,0.018,0.007,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0.001,0.001,0.001,0.001,0.221,0.013,0.013,0.024,0.024,0.001,0.001,0.102,0.001,0.001,0.001,0.12,0.018,0.001,0.001,0.001,0.001,9
"301","1994:Forrest Gump",0.06,0.001,0.001,0.001,0.001,0.084,0.001,0.001,0.042,0.001,0.001,0.001,0.001,0.018,0.001,0.001,0.013,0.007,0.001,0.001,0.001,0.001,0.161,0.018,0.001,0.001,0.001,0.001,0.066,0.001,0.001,0.12,0.001,0.227,0.001,0.03,0.09,0.001,0.001,0.001,0.018,0.001,0.024,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9
"302","1994:Four Weddings and a Funeral",0.004,0.058,0,0,0.051,0.178,0,0,0,0.004,0,0,0,0.035,0,0,0,0,0.004,0,0,0,0,0.008,0,0,0,0.329,0,0,0,0,0,0.078,0,0,0.004,0,0.008,0,0,0,0.016,0,0,0.039,0,0.166,0.004,0,17
"303","1994:Il Postino",0.002,0.002,0.002,0.172,0.002,0.077,0.021,0.002,0.002,0.002,0.002,0.002,0.002,0.096,0.002,0.002,0.002,0.002,0.209,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.021,0.002,0.002,0.002,0.04,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.153,0.002,0.002,0.002,0.002,0.077,0.058,0.002,0.002,0.002,11
"304","1994:Pulp Fiction",0,0.003,0.003,0,0.003,0,0.062,0,0,0.106,0,0.037,0,0,0.03,0,0,0,0,0.003,0,0.138,0.191,0.058,0,0.007,0.117,0,0,0,0,0,0.126,0,0,0,0,0.005,0.012,0.003,0,0,0.009,0.023,0,0.019,0,0.023,0,0.019,18
"305","1994:Quiz Show",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"306","1994:The Shawshank Redemption",0,0,0.05,0,0,0,0.016,0,0.009,0.039,0,0.002,0.008,0.011,0,0,0,0.448,0.008,0,0,0.207,0,0.031,0,0.009,0.001,0.001,0,0,0,0,0,0,0.008,0.004,0,0,0,0,0.071,0.016,0.002,0.055,0,0,0,0,0,0,1
"307","1995:Apollo 13",0.015,0.006,0,0,0.038,0,0.077,0.123,0,0,0,0,0,0,0,0,0,0,0.01,0,0.002,0,0,0,0,0,0,0.002,0.004,0,0.002,0,0,0,0,0.008,0,0,0,0,0,0.522,0.008,0,0,0.002,0.172,0,0.002,0,15
"308","1995:Babe",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"309","1995:Braveheart",0.001,0.001,0.006,0.001,0.006,0.001,0.001,0.001,0.001,0.18,0.001,0.001,0.006,0.001,0.001,0.001,0.011,0.006,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.109,0.001,0.011,0.017,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.098,0.001,0.093,0.088,0.017,0.001,0.001,0.327,8
"310","1995:Sense and Sensibility",0.001,0.001,0.001,0.001,0.001,0.278,0.001,0.001,0.001,0.001,0.001,0.132,0.023,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.023,0.001,0.045,0.001,0.001,0.015,0.001,0.023,0.001,0.001,0.001,0.008,0.001,0.198,0.001,0.001,0.001,0.001,0.081,0.001,0.001,0.001,0.001,0.001,0.001,0.118,0.001,0.023,0.001,0.001,17
"311","1996:Fargo",0.032,0,0.05,0,0,0.009,0,0.006,0.001,0.002,0,0.021,0,0,0.183,0,0,0,0.003,0,0,0.135,0.311,0.066,0,0,0.087,0,0,0,0,0,0,0.008,0,0.008,0,0.001,0.009,0.04,0.006,0,0,0.008,0,0.001,0,0.002,0.001,0.008,18
"312","1996:Jerry Maguire",0,0,0,0,0,0.358,0,0.005,0,0,0,0.009,0.005,0,0,0,0,0,0.014,0,0,0.094,0,0,0,0.05,0,0,0.005,0,0,0.005,0,0.045,0,0,0.005,0,0,0.13,0,0,0,0,0.041,0,0,0.018,0.09,0.112,17
"313","1996:Secrets & Lies",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"314","1996:Shine",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"315","1996:The English Patient",0,0,0,0.011,0,0.124,0,0,0,0,0,0.004,0,0,0.086,0.028,0,0,0.084,0.241,0,0.009,0.051,0,0.017,0.053,0.06,0,0.06,0,0.049,0.006,0,0,0,0,0,0,0,0,0,0.038,0,0.073,0,0,0,0,0,0,2
"316","1997:As Good as It Gets",0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0.136,0,0.01,0,0,0,0.245,0.144,0,0,0,0,0,0,0,0,0.073,0.109,0,0.002,0.022,0,0,0,0.012,0.075,0,0,0.002,0,0.002,0,0,0.01,0,1
"317","1997:Good Will Hunting",0.01,0,0.016,0.003,0.003,0.193,0.003,0.007,0,0.007,0.164,0,0,0,0.057,0.01,0.01,0,0,0,0,0.048,0.007,0.032,0,0.026,0,0,0,0,0,0.224,0,0.019,0.019,0,0.057,0.003,0,0,0,0,0,0,0.029,0,0,0.003,0.041,0,13
"318","1997:L.A. Confidential",0.018,0.082,0.378,0,0.015,0.019,0.006,0,0,0.023,0.003,0,0,0,0.058,0.001,0,0.007,0,0,0,0.061,0.002,0.001,0.003,0.005,0.061,0.004,0,0,0,0,0,0,0,0.13,0,0,0.001,0.001,0.01,0,0,0.02,0.034,0.002,0,0,0.052,0.004,22
"319","1997:Life Is Beautiful",0.001,0.001,0.014,0.001,0.001,0.001,0.001,0.021,0.001,0.12,0.001,0.001,0.06,0.001,0.001,0.001,0.021,0.047,0.001,0.279,0.001,0.001,0.014,0.001,0.001,0.06,0.007,0.014,0.001,0.001,0.001,0.113,0.001,0.1,0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.034,0.001,0.001,0.007,0.034,0.001,0.014,2
"320","1997:The Full Monty",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.221,0.001,0.111,0.001,0.12,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.221,0.001,0.001,0.001,0.129,0.001,0.001,0.001,0.001,0.019,0.001,0.001,0.01,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.01,0.001,0.038,0.001,0.074,0.001,0.001,18
"321","1997:Titanic",0,0.01,0,0,0.186,0.06,0,0,0.142,0.211,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0.01,0,0,0.005,0,0,0,0,0,0,0.02,0,0.05,0,0,0.028,0,0.04,0,0.018,0,0,0.157,0,0,0,8
"322","1998:Elizabeth",0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.022,0.002,0.022,0.002,0.002,0.002,0.002,0.002,0.022,0.002,0.002,0.002,0.002,0.022,0.042,0.002,0.002,0.002,0.262,0.322,0.002,0.002,0.002,0.202,16
"323","1998:Saving Private Ryan",0,0.001,0,0,0,0,0,0,0.051,0,0,0.06,0,0,0.037,0,0.007,0,0.064,0.197,0,0,0,0,0,0,0.193,0,0.181,0,0.143,0,0,0.017,0,0,0,0,0.002,0,0.042,0,0,0,0,0.001,0,0,0,0,5
"324","1998:Shakespeare in Love",0,0.06,0.005,0.015,0,0.193,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0.005,0.01,0,0.005,0,0,0,0.01,0.005,0,0.04,0,0,0,0,0.065,0,0,0,0,0,0,0,0.03,0,0,0,0.473,0,19
"325","1998:The Thin Red Line",0,0,0.025,0,0,0.01,0,0.005,0,0.015,0,0.01,0,0.035,0,0,0.064,0,0.088,0.079,0,0,0,0,0,0,0.079,0,0.474,0,0,0,0,0,0,0,0.005,0,0.03,0.03,0,0,0,0,0,0,0.035,0,0,0,5
"326","1999:American Beauty",0,0.019,0.042,0,0,0.229,0,0,0,0,0,0.083,0,0,0.101,0,0.004,0,0.004,0.012,0,0.124,0.027,0,0,0,0.068,0,0,0,0,0.038,0,0.027,0.068,0,0,0,0,0.004,0,0,0.004,0.042,0,0.019,0,0,0.03,0.045,17
"327","1999:The Cider House Rules",0.001,0.001,0.001,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.239,0.026,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.089,0.001,0.014,0.001,0.001,0.051,0.014,0.001,0.001,0.001,0.001,0.101,0.101,0.001,0.001,0.001,0.001,0.001,0.026,0.101,0.001,0.001,0.001,0.001,0.051,0.014,0.001,0.026,0.089,0.001,2
"328","1999:The Green Mile",0,0,0,0,0,0,0.062,0,0,0.039,0.001,0,0.001,0.001,0.118,0.001,0,0,0.012,0,0,0,0,0,0,0,0,0.01,0,0,0.013,0.103,0.01,0.029,0,0,0,0,0.514,0,0,0,0,0.062,0,0,0,0,0.019,0,12
"329","1999:The Insider",0.153,0,0,0.014,0,0,0,0,0.012,0,0.088,0.051,0.009,0,0,0,0,0,0,0,0,0.122,0,0.003,0,0,0,0,0.003,0,0,0.122,0,0,0,0,0.051,0.009,0,0.24,0.006,0.029,0.057,0,0.003,0.017,0,0,0,0.003,10
"330","1999:The Sixth Sense",0.001,0.016,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.001,0.001,0.001,0.053,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.101,0.001,0.001,0.001,0.001,0.379,0.001,0.232,0.001,0.001,0.016,0.001,0.001,0.022,0.001,0.001,0.027,0.069,0.037,0.001,0.001,0.001,0.011,0.001,13
"331","2000:Chocolat",0.006,0.001,0.001,0.001,0.001,0.223,0.001,0.001,0.028,0.078,0.001,0.039,0.017,0.006,0.012,0.001,0.001,0.001,0.328,0.001,0.006,0.001,0.001,0.001,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.117,0.001,0.023,0.001,0.001,0.028,0.001,0.001,0.001,0.001,0.001,0.051,0.001,0.001,0.001,0.001,0.001,17
"332","2000:Crouching Tiger, Hidden Dragon",0,0.012,0,0,0,0.07,0,0,0.032,0.501,0,0,0,0,0.102,0,0,0,0,0.003,0,0,0.003,0,0.008,0,0.005,0,0,0.003,0.005,0,0,0.092,0.056,0.012,0,0.008,0,0,0,0,0,0.068,0,0,0,0.012,0,0,8
"333","2000:Erin Brockovich",0.251,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.126,0.001,0.001,0.303,0.032,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.011,0.001,0.199,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.022,0.001,0.001,0.001,10
"334","2000:Gladiator",0.026,0.103,0,0,0,0,0,0,0,0.315,0.026,0.092,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0.004,0,0.004,0.004,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0,0.004,0.063,0,0.077,0,0,0,0.224,8
"335","2000:Traffic",0.016,0,0.069,0.004,0,0,0,0,0,0.142,0.046,0.199,0,0,0,0,0,0,0.008,0,0,0.027,0,0.218,0,0.004,0.019,0,0.05,0.008,0.016,0,0.004,0,0,0,0.016,0,0,0,0,0,0.031,0.004,0.092,0,0,0,0,0.016,18
"336","2001:A Beautiful Mind",0,0,0,0,0,0,0.084,0,0,0.095,0,0,0,0,0,0,0.039,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0.228,0,0.042,0,0,0.2,0,0,0.098,0.074,0.004,0,0,0.004,0,0,0.028,0,0,13
"337","2001:Gosford Park",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,2
"338","2001:In the Bedroom",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"339","2001:Moulin Rouge!",0.001,0.001,0.001,0.007,0.001,0.267,0.001,0.001,0.001,0.018,0.012,0.001,0.001,0.243,0.066,0.001,0.001,0.001,0.001,0.001,0.001,0.03,0.024,0.001,0.001,0.001,0.001,0.001,0.012,0.001,0.001,0.095,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0.001,0.042,0.001,0.001,0.066,0.001,0.089,0.001,0.001,0.001,0.001,17
"340","2001:The Lord of the Rings: The Fellowship of the Ring",0,0.033,0,0,0,0,0.014,0,0,0.519,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0.352,0,0,0,0.005,0,0,0.01,0,0,0,0,0,0,0.005,0,0,0.005,0.005,0,0.01,8
"341","2002:Chicago",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"342","2002:Gangs of New York",0,0.021,0.026,0.005,0,0,0.001,0.03,0.004,0.057,0,0.019,0.006,0,0.118,0.06,0,0,0.004,0,0,0.085,0,0.001,0,0,0.223,0.205,0.003,0,0,0.004,0.014,0.01,0,0.003,0.006,0,0,0,0,0,0.003,0,0.033,0,0.012,0,0,0.046,6
"343","2002:The Hours",0.004,0,0,0.018,0.011,0,0,0,0,0,0,0,0.004,0,0.015,0.004,0.011,0,0.033,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0.004,0.188,0,0,0.004,0,0.004,0.011,0.033,0,0.116,0.015,0,0.329,0,0.004,0.036,0,1
"344","2002:The Lord of the Rings: The Two Towers",0,0,0.002,0,0,0.023,0,0,0.027,0.425,0,0.007,0,0,0.011,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.032,0.205,0,0.027,0,0,0,0.002,0,0.002,0,0,0,0.025,0,0.029,0,0,0,0.05,0,0.119,8
"345","2002:The Pianist",0,0,0.017,0.003,0,0.003,0,0,0,0.175,0,0.111,0,0.019,0,0,0,0.063,0,0.175,0.005,0.23,0,0.005,0,0,0.029,0,0.125,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0.003,0.003,0,0.003,0.01,0,0.003,0,1
"346","2003:Lost in Translation",0.001,0.001,0.001,0.001,0.001,0.396,0.085,0.001,0.026,0.001,0.001,0.001,0.001,0.001,0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.093,0.118,0.001,0.001,0.001,0.051,0.06,0.001,0.001,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.043,0.001,0.001,0.001,0.009,0.001,0.009,0.001,0.001,0.001,0.009,17
"347","2003:Master and Commander: The Far Side of the World",0,0,0,0.004,0,0.013,0,0,0.017,0.13,0,0,0,0.004,0,0.033,0,0,0.013,0.102,0.004,0.017,0,0.004,0.041,0.07,0.041,0,0.061,0,0,0,0,0,0.004,0,0,0,0,0,0,0.037,0,0.013,0,0,0.338,0,0.041,0,3
"348","2003:Mystic River",0.016,0,0.122,0,0.009,0.109,0.009,0,0,0,0,0.103,0,0,0.181,0,0,0.034,0.002,0,0,0.009,0.02,0.003,0,0,0.097,0.003,0,0,0,0,0,0.039,0,0,0.001,0.002,0,0,0,0.012,0.003,0.22,0.001,0,0,0,0,0,12
"349","2003:Seabiscuit",0.01,0,0,0,0,0.073,0.029,0,0,0.026,0,0.009,0,0.002,0.002,0,0.034,0,0,0,0,0.029,0.002,0,0,0,0.005,0,0,0,0.002,0,0,0,0,0,0,0,0.005,0,0.002,0,0,0.002,0,0,0.002,0.725,0,0.037,4
"350","2003:The Lord of the Rings: The Return of the King",0,0.004,0,0,0,0,0.002,0,0.009,0.323,0,0,0,0.005,0.144,0,0,0.005,0.01,0,0,0,0,0,0.005,0,0.009,0,0.026,0.263,0,0.017,0,0,0,0.015,0,0,0,0,0.027,0,0,0,0.002,0,0.017,0.036,0,0.075,8
"351","2004:Crash",0.003,0.025,0.199,0,0,0,0.025,0.005,0.004,0,0,0.041,0,0.001,0.113,0.056,0,0,0,0,0.003,0.041,0.211,0,0,0,0.119,0,0,0,0,0.004,0,0.001,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.047,22
"352","2004:Finding Neverland",0.001,0.001,0.014,0.026,0.001,0.236,0.001,0.001,0.001,0.001,0.001,0.186,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.038,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.063,0.001,0.001,0.125,0.001,0.063,0.001,0.001,0.014,0.001,0.001,0.014,0.026,0.001,0.001,0.001,0.014,0.125,0.014,17
"353","2004:Million Dollar Baby",0.004,0.011,0,0,0,0.058,0.05,0,0,0,0.004,0,0.172,0,0.182,0.008,0,0,0.008,0,0,0.086,0,0,0,0,0.04,0,0,0,0,0.004,0.004,0.211,0,0.011,0,0,0,0,0.058,0,0,0,0,0.04,0,0,0.04,0,9
"354","2004:Ray",0,0,0.014,0.306,0.005,0.056,0.005,0.003,0.014,0,0,0.068,0,0.105,0.014,0,0.026,0.003,0,0,0.026,0,0.04,0.049,0,0,0,0.017,0,0.019,0,0.075,0,0.026,0,0.052,0,0,0,0,0.052,0.007,0,0,0,0,0,0.007,0.005,0,11
"355","2004:Sideways",0.001,0.001,0.001,0.001,0.162,0.179,0.001,0.01,0.001,0.037,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.019,0.001,0.01,0.046,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,0.001,0.001,0.171,0.01,0.001,0.197,0.001,0.108,0.001,0.01,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9
"356","2004:The Aviator",0,0,0,0,0,0,0.024,0,0.063,0.107,0,0,0,0,0.004,0,0,0,0,0.036,0.008,0.004,0,0.063,0.095,0.004,0.008,0.016,0,0,0,0.119,0,0,0,0.024,0,0,0.004,0.056,0,0.225,0,0.004,0,0,0,0,0.122,0,15
"357","2005:Brokeback Mountain",0,0.036,0,0,0.211,0.243,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0.027,0.023,0.027,0,0,0,0.045,0.027,0,0,0,0.018,0,0.243,0,0,0.005,0,0,0,0.023,0,0,0,0.032,0,0.014,0,0,0,9
"358","2005:Capote",0.001,0.011,0.079,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.011,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.275,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.109,0.001,0.001,0.344,0.001,0.001,0.021,0.001,0.03,0.021,13
"359","2005:Good Night, and Good Luck.",0.08,0.004,0,0.014,0,0,0,0,0,0,0.11,0,0.02,0,0,0,0.017,0,0,0,0,0.113,0.004,0,0.1,0,0,0.113,0.03,0.024,0.004,0,0,0.014,0,0,0,0.067,0,0.182,0,0.07,0,0,0,0,0.004,0,0.024,0,2
"360","2005:Munich",0,0,0,0,0,0,0.036,0,0,0.04,0,0.014,0,0,0.016,0.007,0,0.007,0.005,0.025,0.005,0.027,0,0.005,0.007,0,0.032,0,0,0,0.235,0.038,0,0.047,0,0.036,0,0.005,0,0.179,0,0,0.09,0.043,0.096,0,0,0,0,0,16
"361","2006:Babel",0,0,0.167,0,0,0,0.038,0,0,0,0,0.19,0,0,0.048,0,0,0,0.027,0,0,0.09,0.05,0,0,0,0.184,0.158,0.009,0.002,0,0,0,0,0,0,0.023,0.002,0.002,0,0,0,0,0.004,0,0,0,0,0,0,6
"362","2006:Letters from Iwo Jima",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"363","2006:Little Miss Sunshine",0,0,0.024,0,0,0,0,0,0.007,0,0,0.141,0,0,0.072,0.093,0,0,0,0,0,0.127,0.175,0.021,0.031,0,0,0,0,0,0.004,0.004,0.093,0,0,0,0,0,0,0,0.014,0.024,0.024,0,0,0.127,0.007,0,0,0,18
"364","2006:The Departed",0,0.034,0.267,0,0.018,0,0,0,0,0,0,0,0.002,0,0.007,0.002,0,0,0,0,0,0.023,0,0.107,0,0,0.059,0,0,0,0,0,0.059,0.005,0,0,0,0,0,0.145,0,0,0.088,0.039,0,0,0.088,0,0.048,0,22
"365","2006:The Queen",0.032,0,0,0,0,0.074,0,0.02,0,0.008,0,0.156,0.004,0.008,0,0,0,0,0.016,0,0,0,0.004,0,0,0,0,0,0,0,0.016,0.156,0.016,0.028,0,0,0,0,0.008,0.07,0.004,0.032,0,0.016,0.152,0.117,0.004,0.047,0,0,16
"366","2007:Atonement",0,0,0.051,0,0,0.11,0,0.002,0.013,0,0.003,0.061,0,0,0.069,0,0,0,0,0.03,0,0.235,0,0,0,0,0,0,0.059,0,0.007,0,0,0,0,0.003,0,0,0.035,0,0.184,0.007,0,0,0.003,0.074,0,0.002,0.045,0,1
"367","2007:Juno",0,0.027,0,0,0,0.109,0,0,0.027,0,0.02,0,0.004,0.027,0.056,0,0,0,0,0,0,0.181,0,0,0,0.03,0,0.01,0,0,0,0,0,0.128,0.109,0,0.148,0,0.007,0,0,0,0,0.01,0.033,0,0,0,0.066,0,1
"368","2007:Michael Clayton",0.221,0,0.04,0.039,0.001,0.001,0.001,0,0,0.002,0.056,0.039,0,0,0.019,0,0.001,0.034,0,0,0,0.17,0.034,0,0,0,0,0,0,0,0.012,0.091,0,0.001,0.002,0,0,0,0,0.173,0,0,0,0,0,0.005,0,0.012,0.038,0.002,10
"369","2007:No Country for Old Men",0,0,0.007,0,0,0,0,0,0.03,0.083,0,0.002,0.013,0,0.078,0.006,0,0,0,0,0.007,0.002,0.295,0.034,0.002,0,0.291,0.014,0,0,0,0,0,0.041,0,0,0,0,0,0,0.002,0.004,0,0.081,0,0,0.002,0,0.002,0,6
"370","2007:There Will Be Blood",0.008,0,0.003,0,0.008,0.066,0,0,0.006,0.041,0,0.101,0,0.019,0,0,0,0.093,0.003,0,0,0.044,0,0.096,0,0,0.028,0,0,0,0,0.098,0,0,0.019,0,0.003,0,0.019,0,0,0.038,0.011,0,0,0,0,0,0,0.286,2
