"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49"
"100",0.001,0.001,0.004,0.272,0,0,0,0,0,0,0.161,0,0,0.007,0.01,0,0,0.046,0,0.006,0,0.023,0,0,0,0.003,0.001,0,0.001,0,0.054,0.004,0.018,0.001,0.01,0.001,0,0.039,0.002,0.001,0,0.188,0,0,0.002,0.027,0,0,0.107
"101",0,0.003,0,0.095,0,0,0.106,0,0,0,0.177,0,0.059,0,0.023,0,0,0,0,0.019,0.002,0,0.223,0.001,0,0,0.052,0.027,0,0.082,0,0,0.023,0,0,0,0,0,0.036,0.06,0,0.009,0.001,0,0,0,0,0,0.001
"102",0,0.026,0.013,0.074,0,0,0,0,0,0.01,0.321,0,0,0,0,0,0,0.001,0.227,0,0,0.04,0.004,0.004,0,0,0,0,0.001,0,0.003,0.011,0.047,0.025,0,0,0,0.006,0.014,0,0,0.129,0,0,0,0,0,0.043,0
"103",0,0,0,0.062,0,0.002,0,0,0.044,0.023,0.177,0,0,0,0.002,0,0.016,0,0,0.038,0,0.082,0.214,0,0,0,0,0.001,0.082,0,0,0,0,0,0.002,0,0,0,0.248,0,0.001,0.001,0,0,0,0,0,0,0
"104",0.006,0,0,0.15,0,0,0,0.018,0,0,0.035,0,0.001,0.001,0,0,0,0,0.018,0,0,0.171,0,0.001,0.001,0,0.004,0,0,0.009,0,0,0,0,0.001,0,0,0.162,0.003,0,0,0.361,0.035,0,0,0,0.018,0,0
"105",0,0,0.012,0.093,0.005,0,0.321,0,0.001,0.002,0.046,0,0.001,0,0.024,0,0.009,0,0,0.022,0.001,0.028,0.061,0,0,0.023,0.006,0.02,0,0,0,0,0,0,0.001,0,0,0,0.081,0.014,0,0.217,0,0.007,0,0,0,0.005,0
"106",0.002,0,0.023,0.462,0,0,0,0,0,0,0.001,0,0.029,0,0,0.004,0,0.089,0,0.001,0,0.078,0,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0.001,0.112,0,0.005,0.044,0.141,0,0,0,0.002,0,0.003,0
"107",0,0,0,0.065,0,0,0,0,0,0,0.056,0.001,0,0.092,0,0,0,0.008,0.001,0.001,0.001,0.02,0.057,0,0,0.002,0,0,0.015,0.001,0,0,0.006,0,0.006,0,0,0.021,0.012,0,0,0,0.096,0.001,0.132,0.001,0.318,0,0
"108",0,0,0.1,0.093,0.001,0,0,0.002,0,0,0.307,0,0,0,0,0,0,0.001,0,0,0,0,0.029,0,0,0,0.018,0,0,0.018,0,0.001,0.055,0,0,0,0,0.017,0.03,0.004,0,0.187,0,0.007,0.091,0.037,0,0,0
"109",0.003,0.145,0,0.045,0,0,0,0,0,0,0.344,0,0,0,0.107,0.001,0,0,0.009,0.043,0,0.029,0,0,0.001,0,0,0,0.037,0.058,0,0,0,0.001,0,0.001,0,0.073,0,0,0,0.012,0.002,0,0,0,0.007,0.007,0.073
"110",0,0.013,0,0.319,0,0,0,0,0,0.049,0,0,0,0,0.015,0.003,0,0,0,0.101,0,0.211,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0.146,0,0.001,0.065,0.012,0,0,0,0,0.009,0,0.033
"111",0,0,0,0.153,0,0.005,0,0.004,0.004,0.004,0.145,0.008,0,0.001,0.014,0,0,0,0,0,0,0.093,0,0,0.001,0.001,0.032,0,0,0,0,0,0,0,0.002,0,0.001,0.14,0.198,0,0,0.186,0,0,0,0,0.001,0.007,0
"112",0,0,0,0.021,0,0,0,0,0,0,0.135,0,0,0.054,0,0,0,0,0,0,0,0.011,0,0.052,0.012,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.009,0,0.563,0.028,0.029,0,0,0,0.015
"113",0.022,0,0.022,0.15,0,0.001,0,0,0,0,0,0.002,0,0.001,0,0,0,0.011,0.023,0.044,0.002,0.002,0.002,0,0,0,0,0.011,0.002,0,0,0,0,0.023,0,0,0,0.259,0,0,0,0.325,0.036,0,0.042,0,0,0.003,0.001
"114",0,0,0.001,0.08,0,0,0,0.033,0,0,0.201,0,0,0,0.046,0,0,0,0,0,0,0.403,0,0,0,0,0,0.01,0,0,0,0.003,0.002,0.099,0,0.009,0.004,0.019,0,0,0,0.067,0,0.004,0,0,0,0.013,0.005
"115",0,0,0.01,0.134,0.001,0.001,0.012,0,0.029,0.007,0.169,0,0,0.001,0,0,0,0,0,0.001,0,0.107,0.081,0,0,0,0,0.011,0,0.004,0.001,0,0,0.007,0,0,0,0.005,0.015,0,0.004,0.369,0,0,0,0,0.013,0.016,0
"116",0.005,0.007,0,0.088,0.001,0.015,0.061,0,0.026,0,0.37,0,0.001,0.001,0,0,0.001,0.001,0.028,0,0.002,0,0.001,0,0,0.001,0,0.017,0,0.009,0,0.002,0,0.083,0.002,0.001,0,0.003,0,0,0,0.269,0.003,0,0,0,0.001,0,0
"117",0,0,0,0.092,0.002,0,0,0.095,0.04,0,0.285,0,0,0,0.001,0,0,0,0.013,0,0,0.088,0,0.001,0,0.014,0.011,0,0,0,0,0,0.001,0,0,0,0,0.007,0,0,0.001,0.249,0.016,0.02,0,0.001,0.034,0.005,0.021
"118",0.003,0,0,0.294,0,0,0,0.001,0.035,0,0.07,0,0,0,0,0,0.023,0.023,0.005,0.001,0.001,0.003,0.018,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0.187,0.181,0.017,0.054,0,0,0,0,0.054
"119",0,0,0.001,0.237,0,0,0,0.004,0.011,0,0.112,0,0,0,0,0,0,0.043,0.006,0.008,0,0.404,0,0.004,0.002,0,0,0.016,0.001,0,0.001,0,0.002,0.01,0.009,0.004,0.001,0,0,0.003,0.022,0.087,0,0,0,0.011,0,0,0
"120",0,0,0.02,0.014,0,0,0,0,0.003,0.001,0.058,0,0,0.069,0,0,0.002,0.003,0.004,0,0,0.011,0,0,0.014,0,0,0.001,0,0,0,0,0,0.007,0,0,0,0.001,0,0,0.023,0.022,0.608,0.001,0,0,0.034,0,0
"121",0,0.001,0.001,0.04,0.002,0.002,0.026,0,0,0,0.006,0,0,0.006,0.006,0,0,0,0,0.317,0.002,0.008,0.035,0,0,0,0,0.363,0.002,0,0,0,0,0.002,0.006,0,0.006,0.159,0,0,0,0,0,0,0,0,0.001,0,0
"122",0.001,0,0,0,0.05,0.035,0,0.174,0,0.005,0.127,0,0,0.164,0.014,0,0,0,0,0,0.007,0.043,0,0.006,0,0.003,0,0,0,0,0,0,0,0,0,0.006,0,0,0.001,0,0,0.069,0.154,0.024,0,0.025,0.08,0.005,0
"123",0.001,0,0.001,0.13,0.001,0,0.001,0.069,0.047,0,0.335,0,0.02,0,0.024,0,0,0,0,0,0,0.017,0.041,0.001,0,0,0.022,0.02,0,0,0.001,0.001,0,0,0.001,0,0,0,0.039,0.003,0,0.173,0.013,0,0,0.001,0,0.032,0.005
"124",0,0,0.002,0.231,0,0.001,0,0,0.018,0.001,0.097,0.037,0,0,0.092,0,0,0.006,0,0.007,0.001,0.025,0,0.001,0,0,0,0,0,0,0.006,0,0,0,0,0.003,0.001,0.19,0.005,0,0,0.242,0,0,0,0,0,0,0
"125",0.001,0.418,0,0,0,0.001,0.025,0,0,0,0.375,0,0,0,0,0,0,0,0,0.027,0,0.002,0,0,0,0.012,0,0.027,0.002,0,0,0.007,0,0,0,0.001,0,0,0.002,0.022,0,0.042,0,0,0,0,0,0.006,0
"126",0,0,0,0.039,0,0,0,0,0.02,0,0.536,0,0,0,0.001,0,0,0,0.003,0,0,0.008,0.074,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.055,0,0.002,0.096,0.043,0.106,0,0,0.002,0,0
"127",0,0,0,0.144,0.004,0,0,0.001,0.06,0.001,0.203,0,0,0,0,0,0.001,0.008,0,0,0,0.022,0,0,0,0,0.001,0,0,0,0,0,0.105,0,0.019,0,0,0.008,0.091,0,0.053,0.245,0,0.002,0.017,0,0,0.013,0
"128",0.007,0,0,0.242,0,0.004,0.039,0,0,0,0.035,0.005,0.001,0.007,0,0,0,0,0,0.065,0,0.08,0.006,0,0,0.001,0,0.002,0,0,0,0,0,0,0.002,0,0,0.36,0,0,0,0.078,0,0,0.01,0,0,0,0.048
"129",0,0.001,0,0.311,0,0.033,0,0.011,0,0.025,0.136,0.004,0,0.003,0,0,0,0,0,0,0.005,0.025,0,0,0,0,0,0.001,0,0,0.001,0,0.025,0,0.01,0.001,0,0,0,0,0.007,0.232,0.02,0,0,0,0,0.013,0.138
"130",0,0,0,0.177,0,0,0,0.015,0,0,0.04,0,0.001,0.001,0,0.003,0,0.068,0.005,0.105,0.016,0.056,0,0,0,0,0,0.031,0,0.004,0,0,0,0.007,0,0,0,0.034,0,0,0,0.425,0,0.003,0.005,0,0.003,0,0
"131",0,0.102,0,0.166,0,0,0.044,0,0,0,0.146,0.01,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0.028,0,0.02,0.01,0,0.001,0.023,0.008,0,0,0,0,0,0.002,0,0.059,0.114,0.002,0.01,0,0,0,0,0.066
"132",0,0,0,0.129,0,0,0.001,0,0,0,0,0,0,0,0.15,0,0,0.034,0.193,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0.002,0.217,0,0,0,0.123,0,0,0.007,0,0.001,0,0
"133",0,0,0,0.159,0,0,0,0,0,0,0.165,0,0,0,0,0,0.009,0,0,0,0,0.113,0,0,0.009,0,0,0,0,0.035,0,0,0,0.008,0,0,0.001,0,0,0.004,0.178,0.277,0.026,0,0.001,0,0,0,0.013
"134",0.018,0.071,0,0.102,0.018,0.006,0.001,0,0,0,0.367,0,0,0,0.303,0.001,0.001,0,0.001,0,0,0.001,0.009,0,0,0,0,0,0.025,0.001,0.02,0.002,0,0,0,0,0,0,0,0.052,0,0.001,0,0,0.001,0,0,0,0
"135",0,0.003,0.042,0.087,0,0.012,0.001,0.014,0.1,0,0.271,0.001,0.003,0,0,0.001,0.001,0.045,0.006,0,0,0.002,0,0.005,0,0,0,0,0.002,0.021,0,0.004,0.018,0.004,0.013,0,0,0.009,0,0.002,0,0.334,0,0,0,0,0,0,0
"136",0,0.02,0,0.03,0,0,0,0,0,0.055,0.131,0,0,0.059,0,0,0,0.002,0,0.002,0.002,0.03,0,0.019,0.001,0.002,0,0,0,0,0.025,0,0.026,0,0.03,0.008,0,0,0,0,0.022,0.003,0.055,0,0,0.398,0.034,0,0.015
"137",0,0.007,0,0.064,0.002,0.016,0,0,0.001,0,0.319,0,0,0,0.005,0,0,0,0,0.015,0,0,0.299,0.015,0.004,0,0,0,0,0,0.003,0,0,0,0.016,0,0,0,0.068,0.073,0,0.022,0,0,0,0,0,0,0
"138",0,0.007,0.004,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.17,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0.173,0.001,0,0.024,0.349,0,0,0.003,0,0.007,0,0
"139",0,0,0.001,0.128,0,0,0,0.001,0,0,0.301,0,0.17,0.001,0.001,0,0,0,0.013,0,0,0,0.132,0,0,0,0.132,0,0.012,0.001,0,0,0,0.003,0,0,0.001,0,0.03,0,0,0,0,0,0.001,0,0.002,0,0.067
"140",0.002,0.008,0.017,0.15,0,0,0,0.002,0.046,0,0.056,0.006,0,0.219,0.01,0,0,0,0.194,0,0.002,0,0,0.015,0,0,0.008,0,0,0,0,0.001,0.003,0.017,0,0,0,0,0,0,0,0.09,0.136,0,0,0,0,0,0
"141",0,0,0.023,0.115,0,0,0,0.069,0,0.014,0.398,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0.001,0,0.003,0.146,0,0,0.069,0,0.004,0,0,0,0.034,0,0,0.074,0,0,0,0.025,0,0,0
"142",0.014,0,0.204,0.15,0,0,0,0.167,0.097,0.001,0.096,0.006,0,0,0,0,0,0.003,0.007,0,0,0.043,0,0,0,0,0.023,0.019,0,0.007,0,0,0.002,0,0,0,0.001,0,0.001,0,0.001,0.059,0,0,0,0,0.001,0.1,0
"143",0.071,0.012,0.003,0.31,0,0,0,0.004,0,0,0.141,0,0,0,0.004,0,0,0,0,0.099,0.019,0,0,0,0,0.003,0.005,0,0,0,0,0,0,0.002,0,0.003,0,0.149,0,0.086,0.003,0.043,0,0,0,0,0,0,0
"144",0,0,0.005,0.013,0.01,0.002,0,0.016,0.013,0.006,0.084,0.021,0,0.058,0,0,0,0,0.048,0,0,0,0,0.062,0.001,0.006,0,0,0,0,0,0.005,0.017,0.022,0.021,0,0,0.018,0,0,0.006,0.035,0.373,0.025,0.004,0,0.042,0,0.001
"145",0,0.008,0.005,0.209,0,0.002,0,0.025,0.042,0,0.139,0.054,0,0,0,0,0,0,0.022,0,0,0,0,0.014,0,0,0,0,0,0,0.004,0,0,0.007,0,0.007,0.008,0,0.009,0,0,0.436,0.002,0,0.002,0,0,0,0
"146",0,0,0.001,0.148,0,0.001,0,0.016,0.018,0,0.191,0,0.004,0,0.002,0,0,0.005,0,0.025,0,0.088,0,0.009,0,0.047,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0.251,0.01,0.001,0,0.003,0.01,0.003,0.137
"147",0,0.021,0.011,0.118,0,0.001,0,0,0.099,0,0.27,0,0,0,0,0,0,0.018,0.002,0.017,0.001,0,0.001,0.001,0,0.005,0.001,0.01,0.003,0,0,0,0.001,0,0,0,0,0.092,0,0.001,0,0.194,0.035,0,0,0.001,0.063,0.001,0
"148",0.01,0,0.001,0.217,0,0,0.011,0.002,0,0.001,0.177,0,0.014,0,0,0,0,0,0,0,0,0.019,0.251,0.001,0.002,0,0.041,0,0,0.031,0,0.004,0,0,0,0.003,0,0.026,0.122,0,0.028,0,0.027,0,0.001,0,0,0,0.015
"149",0,0,0,0.203,0,0,0,0,0,0,0,0,0,0.001,0,0.003,0.006,0,0.001,0.531,0,0.04,0.007,0,0,0.001,0,0.076,0.001,0.001,0,0,0,0.003,0,0,0.004,0.054,0,0,0,0.015,0,0,0,0,0,0,0
"150",0.001,0.027,0,0,0.032,0,0.012,0,0,0.019,0.061,0,0,0.131,0,0,0,0,0.003,0,0,0,0,0,0.037,0,0.001,0.024,0.065,0,0.003,0,0.001,0,0.473,0.002,0,0,0,0,0,0,0.087,0.01,0,0,0,0,0.008
"151",0,0,0,0.043,0,0.001,0.033,0.001,0.001,0,0,0,0,0,0,0.001,0.098,0,0,0.569,0.003,0.068,0,0.001,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0.001,0.001,0,0,0,0,0,0.002
"152",0,0,0,0.105,0,0,0,0,0,0,0.015,0,0.001,0,0,0,0.001,0,0.748,0,0,0.007,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.073,0,0,0,0.045,0,0,0,0,0,0,0
"153",0.002,0.038,0,0,0.008,0.019,0.019,0,0,0.001,0.419,0,0.006,0,0,0,0.011,0,0.034,0,0,0.002,0,0,0,0,0.002,0.196,0,0,0.001,0,0,0.029,0,0.032,0,0,0,0,0.023,0.027,0,0,0,0,0,0.004,0.001
"154",0,0.102,0,0.072,0,0,0.088,0,0,0,0.089,0,0,0,0,0.007,0,0.001,0,0,0,0.211,0.001,0.013,0,0,0,0,0.025,0.084,0.016,0,0,0,0,0.037,0,0.141,0.001,0,0.001,0.09,0.011,0,0,0,0.006,0,0
"155",0,0,0.003,0.017,0.135,0,0.007,0,0.025,0,0.089,0,0,0.219,0,0,0,0,0.002,0,0,0,0.175,0.029,0,0.005,0,0,0,0.035,0.002,0,0,0.022,0,0.021,0,0,0,0.012,0,0,0.084,0,0,0.001,0.03,0,0.005
"156",0.001,0,0,0.246,0,0,0.037,0,0,0,0,0,0,0,0,0,0.03,0,0.002,0.522,0,0.072,0,0,0,0,0,0,0.001,0,0,0,0.003,0,0,0,0.002,0.031,0.04,0,0,0,0,0,0,0,0,0,0.011
"157",0,0,0.025,0.198,0.001,0,0,0.04,0,0,0.239,0.006,0,0.001,0,0,0,0,0,0.026,0,0,0,0.001,0.007,0.002,0,0.001,0,0,0.02,0.001,0.057,0.001,0,0.001,0.004,0.079,0,0,0,0.191,0.049,0.043,0,0,0,0.007,0
"158",0,0.305,0,0,0,0,0.001,0.001,0,0,0.488,0,0,0,0,0,0.001,0,0,0.002,0,0.065,0.019,0,0,0,0,0.01,0,0.08,0,0,0,0,0.003,0,0,0,0.012,0,0,0.001,0,0.002,0,0,0,0,0
"159",0,0,0,0.156,0,0,0,0,0,0.002,0.044,0,0,0,0,0,0,0,0.001,0.645,0,0.062,0,0,0,0,0,0.005,0.002,0,0.004,0.005,0,0,0.001,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0.01
"160",0.017,0,0,0,0.038,0,0.019,0.003,0,0,0.155,0,0.005,0.253,0,0,0,0,0,0.005,0,0.126,0,0.021,0.001,0.023,0,0,0,0.03,0,0.008,0,0,0,0.039,0,0,0,0,0,0,0.039,0.037,0,0.016,0,0,0.018
"161",0,0.185,0.192,0,0.001,0,0,0.005,0,0,0.119,0,0,0.276,0,0.001,0,0,0.025,0,0.008,0.025,0,0,0,0,0.001,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0.026,0,0
"162",0.002,0.001,0.002,0.268,0,0,0.343,0,0.011,0,0.087,0,0.026,0.001,0,0,0,0,0.003,0.001,0,0,0.032,0,0,0.037,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.006,0.041,0,0.003,0,0,0,0.006,0.127
"163",0.005,0.025,0,0.259,0,0,0,0.001,0,0,0.258,0.004,0,0,0,0,0,0.003,0.189,0,0,0,0,0,0.001,0,0,0,0,0,0.002,0,0,0.033,0,0,0,0,0,0,0.002,0.119,0.051,0.002,0.021,0,0,0,0
"164",0,0,0.004,0.296,0,0,0.004,0.024,0.006,0,0.017,0.124,0,0.011,0.081,0,0.01,0,0.01,0,0,0.029,0,0,0,0,0.035,0,0,0.001,0,0.005,0,0,0,0,0,0.044,0,0.001,0,0.281,0,0,0,0.015,0,0,0
"165",0,0.002,0.006,0.307,0.006,0,0.001,0,0,0,0.003,0.009,0,0,0.014,0,0,0,0,0.02,0.002,0.142,0,0,0,0.021,0.024,0,0,0,0.001,0.004,0,0,0,0,0.005,0.055,0.056,0,0.074,0.231,0,0.01,0,0,0,0,0
"166",0,0,0.106,0.005,0,0,0,0.013,0,0.02,0.12,0.025,0,0.212,0,0,0,0,0,0,0.005,0.075,0.002,0.029,0,0,0,0,0,0.013,0,0.001,0,0,0,0.011,0,0,0,0,0,0.051,0.205,0,0.054,0,0.048,0,0
"167",0.001,0,0.016,0,0,0,0.011,0,0.17,0,0.165,0,0,0,0,0,0,0.002,0,0,0.002,0.326,0,0.063,0,0,0,0,0.004,0.001,0,0.001,0,0,0.001,0.002,0,0,0,0,0,0.169,0,0.018,0,0.002,0.042,0.001,0
"168",0,0.011,0,0.21,0,0.023,0.039,0.06,0,0,0.103,0,0.036,0,0.001,0.019,0.001,0.031,0,0.108,0,0,0,0,0,0,0.075,0.005,0,0.039,0.033,0,0.001,0,0,0,0.021,0.171,0,0.001,0,0.009,0,0,0,0,0,0.004,0
"169",0,0.137,0,0,0,0,0.002,0,0,0,0.074,0,0,0,0,0.003,0,0,0,0.017,0,0.117,0.01,0,0.004,0,0.001,0.397,0.056,0,0,0.001,0,0.001,0.007,0,0.003,0.049,0.038,0,0,0.081,0,0,0,0,0,0,0
"170",0,0.171,0,0.059,0,0,0,0.041,0,0,0.236,0,0,0,0,0,0,0,0.001,0.058,0,0.037,0.017,0,0,0,0.015,0.041,0.001,0,0,0.008,0,0,0,0,0.001,0,0.001,0,0,0.258,0,0,0,0.027,0,0.028,0
"171",0.001,0.001,0.042,0.202,0,0,0.005,0,0,0,0.001,0,0,0,0,0,0,0.002,0.029,0.333,0,0.108,0,0,0,0.018,0.001,0,0,0,0,0,0.007,0.001,0.001,0,0,0.175,0.024,0,0,0.048,0,0,0,0,0,0,0.001
"172",0.029,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.045,0,0,0.65,0,0.108,0,0,0,0,0,0.092,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",0,0,0,0.09,0.119,0,0,0,0,0.019,0.066,0.004,0,0.122,0.001,0.009,0,0,0.001,0,0,0.018,0,0.005,0,0,0,0,0,0.008,0,0,0.001,0,0.157,0.001,0,0.002,0.001,0,0.001,0,0.056,0,0.111,0,0,0,0.155
"174",0.001,0,0,0.22,0,0,0.011,0,0.051,0,0.199,0.001,0,0,0,0,0,0.001,0.017,0.001,0.005,0.073,0.003,0,0,0,0.016,0.015,0,0,0,0.001,0,0,0,0,0,0,0.065,0.052,0.002,0.242,0,0.001,0.002,0,0,0,0.021
"175",0,0.002,0,0.361,0,0,0.134,0,0,0,0.085,0,0.002,0,0,0,0,0.016,0,0.015,0,0.001,0.183,0,0,0.004,0.003,0,0,0.001,0.01,0.005,0,0,0.001,0,0,0.012,0.067,0.071,0.025,0,0,0,0,0,0,0,0
"176",0,0,0.001,0.194,0,0,0.013,0,0,0,0.014,0.011,0,0.007,0.011,0,0,0.003,0,0.019,0,0,0,0.001,0.005,0.005,0,0,0.001,0,0.022,0,0.005,0,0,0,0,0.163,0.026,0.001,0.029,0.064,0.044,0,0,0,0,0.001,0.357
"177",0.015,0.035,0.002,0.084,0,0,0.011,0.032,0.041,0,0.096,0.008,0,0,0,0,0.014,0.052,0.008,0.005,0,0.049,0,0,0,0.001,0,0,0.015,0.003,0,0,0,0,0,0,0,0.041,0.008,0,0.005,0.385,0.019,0,0,0.009,0.025,0,0
"178",0,0.049,0,0.067,0,0,0,0.031,0.035,0,0.198,0,0,0,0.002,0,0,0,0,0.018,0,0.056,0,0,0,0.001,0,0,0.001,0.264,0,0.002,0,0,0.04,0.001,0,0,0,0,0.02,0.166,0,0,0,0.002,0.028,0,0
"179",0.006,0,0.006,0.178,0,0,0,0.001,0.015,0,0,0.024,0,0.004,0,0,0,0.001,0.005,0.018,0,0.01,0,0,0,0,0.001,0,0.004,0,0,0,0,0.023,0,0,0.002,0.232,0.002,0,0,0.385,0,0,0,0,0,0,0
"180",0,0,0.026,0.254,0.001,0,0,0,0.047,0,0.001,0,0,0,0,0,0.034,0,0.006,0.015,0,0,0.036,0,0.003,0,0,0,0,0,0,0.004,0.044,0,0.002,0.01,0,0.084,0.003,0,0,0.376,0.029,0,0.004,0,0,0,0.02
"181",0,0.138,0,0,0,0.006,0,0,0.005,0,0.343,0,0,0.003,0,0.001,0.002,0,0,0,0,0,0.013,0,0.025,0,0,0,0,0.411,0.006,0,0,0,0,0,0.001,0,0,0,0.009,0,0.001,0.03,0,0,0,0,0
"182",0,0.006,0.02,0.064,0.003,0,0,0,0.001,0,0.031,0,0,0.145,0,0,0.003,0.001,0,0,0,0,0.031,0.036,0,0,0,0,0,0,0,0.002,0,0,0.001,0,0,0,0,0,0,0.01,0.128,0.01,0,0,0.029,0,0.414
"183",0.003,0,0,0.165,0,0,0.031,0,0,0,0,0.003,0,0.015,0,0,0.022,0,0,0.632,0,0.099,0,0,0.009,0,0,0,0.013,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0.001
"184",0.001,0.001,0.022,0.09,0.001,0,0.05,0,0.074,0,0.203,0.015,0,0,0.007,0,0.001,0.023,0.035,0,0,0.053,0.011,0,0,0,0,0.01,0.003,0.013,0.037,0,0,0,0,0,0.003,0.043,0.022,0,0.001,0.271,0,0.001,0,0.004,0,0,0.004
"185",0,0,0.013,0.045,0,0,0.026,0.001,0.007,0,0.097,0.002,0,0,0,0,0.009,0,0.001,0.001,0,0.331,0,0,0,0,0,0.058,0,0,0,0.002,0,0.001,0,0.005,0,0,0.16,0,0.007,0.223,0.009,0,0,0,0,0,0
"186",0,0,0,0.29,0.001,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0.001,0.374,0.001,0,0.008,0.005,0,0.011,0,0,0,0,0,0.001,0,0,0,0.013,0.032,0,0.185,0,0.001,0,0,0,0.002,0,0
"187",0,0,0,0.047,0,0,0,0.018,0,0.05,0.176,0,0,0,0,0,0,0.029,0,0.242,0,0.06,0,0,0,0,0,0.027,0,0.141,0.014,0,0.017,0.025,0,0.005,0,0.004,0.002,0.004,0.005,0.098,0.014,0,0,0.017,0,0.002,0
"188",0,0.115,0,0.169,0.002,0,0,0.006,0,0.011,0.152,0,0.023,0,0,0,0.008,0,0,0.095,0.005,0,0.163,0,0,0,0.001,0,0.024,0.052,0.023,0,0,0,0,0,0,0.034,0.041,0.004,0,0.065,0.004,0,0,0.001,0,0,0
"189",0,0,0.03,0.005,0.003,0.003,0,0.012,0.04,0.001,0.085,0,0.006,0.081,0,0,0,0,0,0,0,0,0,0.004,0,0.006,0,0,0,0,0,0,0.001,0.005,0.001,0,0,0,0,0,0.027,0.039,0.481,0,0.128,0,0,0,0
"190",0.016,0.075,0,0.081,0,0.007,0.079,0.003,0,0,0.43,0,0,0,0.002,0,0,0,0.001,0,0,0.015,0,0.007,0,0,0,0,0.098,0,0,0,0.002,0.001,0,0.014,0,0.033,0,0,0,0.047,0,0.001,0.001,0.001,0.007,0.079,0
"191",0.004,0.001,0.005,0.083,0,0,0.057,0.012,0,0,0.037,0.003,0,0,0,0,0,0,0,0.035,0,0.282,0,0,0.001,0.063,0,0,0,0,0,0,0,0,0,0.043,0.002,0.115,0,0.001,0,0.221,0.027,0,0,0,0,0.001,0.006
"192",0,0,0.001,0.257,0,0,0,0.001,0,0,0,0.016,0,0,0,0,0,0,0,0.044,0,0.022,0,0,0,0,0.01,0,0,0,0.002,0.001,0.022,0.008,0,0,0,0.026,0.212,0,0.004,0,0,0,0,0.007,0,0,0.366
"193",0,0,0,0.102,0,0,0,0,0,0,0.061,0.112,0,0,0,0,0,0,0.102,0.186,0.01,0.005,0.13,0,0.019,0.042,0,0,0,0,0,0.014,0,0,0.038,0,0,0,0.135,0,0.028,0,0,0,0,0,0,0,0
"194",0,0,0,0,0.001,0,0.001,0.015,0,0,0.123,0,0,0.12,0,0,0,0.002,0.001,0,0,0,0.001,0.028,0,0.003,0,0,0,0.038,0.001,0,0,0.008,0.079,0,0,0,0,0,0.002,0,0.525,0,0,0.001,0,0,0
"195",0,0.002,0,0.006,0,0,0,0.013,0.001,0.029,0.377,0,0.006,0,0,0,0,0,0.001,0,0,0.09,0,0,0,0.022,0.001,0.012,0,0.076,0,0.076,0,0,0,0.016,0,0,0.038,0.005,0,0.109,0,0.083,0,0,0,0,0
"196",0.01,0,0,0.069,0.328,0,0.006,0,0,0,0,0,0,0.271,0,0,0.039,0.002,0,0.019,0,0,0.053,0,0,0.002,0.013,0.004,0,0,0.011,0,0,0,0,0,0,0.021,0,0,0.006,0,0.009,0,0,0.001,0,0,0
"197",0.002,0,0,0.275,0,0,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
"198",0,0.04,0.003,0.094,0,0,0,0,0,0.086,0.191,0.001,0,0,0.083,0,0,0.09,0.001,0,0,0.018,0.002,0,0,0,0,0.006,0,0.07,0,0.001,0,0.146,0,0,0,0.06,0,0,0.002,0.05,0.024,0,0,0.004,0.027,0,0
"199",0,0.062,0,0.005,0.023,0,0,0,0,0,0.063,0,0,0.15,0,0,0,0.001,0.016,0,0,0.034,0,0.002,0,0,0,0,0,0,0,0.002,0,0,0.04,0,0,0.001,0.001,0,0,0,0,0,0,0.025,0.376,0,0.092
